주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,474","1,527","1,750","1,800","2,107"
영업이익,140,158,226,169,312
영업이익(발표기준),140,158,226,169,312
세전계속사업이익,80,116,146,150,249
당기순이익,68,102,112,86,185
  당기순이익(지배),38,72,80,67,159
  당기순이익(비지배),30,29,32,19,27
자산총계,"1,456","1,663","1,934","2,096","2,299"
부채총계,619,771,"1,059","1,063","1,268"
자본총계,837,892,875,"1,033","1,030"
  자본총계(지배),598,662,658,804,830
  자본총계(비지배),281,,218,229,200
자본금,35,38,38,38,39
영업활동현금흐름,214,270,471,325,515
투자활동현금흐름,-120,-277,-115,-55,-165
재무활동현금흐름,-106,71,-253,-41,-323
CAPEX,129,276,105,36,79
FCF,86,-6,366,289,435
이자발생부채,348,449,615,637,775
영업이익률,9.49,10.33,12.94,9.40,14.80
순이익률,4.63,6.66,6.40,4.80,8.80
ROE(%),6.57,11.47,12.06,9.22,19.41
ROA(%),4.63,6.52,6.23,4.29,8.43
부채비율,74.05,86.35,120.95,102.83,123.09
자본유보율,"1,755.48","1,794.40","1,806.23","1,839.64","1,953.46"
EPS(원),550,966,"1,037",882,"2,120"
PER(배),29.27,19.09,18.08,22.78,15.57
BPS(원),"9,756","9,783","9,718","10,763","11,032"
PBR(배),1.65,1.89,1.93,1.87,2.99
현금DPS(원),800,800,"1,000",800,"2,000"
현금배당수익률,4.97,4.34,5.33,3.98,6.06
현금배당성향(%),127.91,74.86,85.01,85.55,94.54
발행주식수(보통주),"7,038,789","7,674,651","7,674,651","7,473,826","7,523,826"
