주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,251","1,666","1,735","2,008","2,570"
영업이익,265,406,345,356,588
영업이익(발표기준),265,406,345,356,588
세전계속사업이익,251,386,290,340,608
당기순이익,188,303,228,243,472
  당기순이익(지배),186,295,221,243,472
  당기순이익(비지배),3,8,7,,
자산총계,"1,211","2,327","2,921","3,151","3,761"
부채총계,491,"1,330","1,699","1,457","1,541"
자본총계,720,997,"1,221","1,694","2,220"
  자본총계(지배),697,941,"1,157","1,694","2,220"
  자본총계(비지배),22,,64,,
자본금,44,44,44,50,50
영업활동현금흐름,270,298,389,521,653
투자활동현금흐름,-132,-781,-800,-178,-576
재무활동현금흐름,69,817,203,-127,-50
CAPEX,135,566,566,278,541
FCF,135,-268,-177,243,113
이자발생부채,189,938,"1,304","1,003","1,072"
영업이익률,21.19,24.35,19.90,17.72,22.89
순이익률,15.05,18.18,13.15,12.07,18.34
ROE(%),34.40,36.03,21.04,17.01,24.09
ROA(%),17.56,17.12,8.70,7.99,13.64
부채비율,68.24,133.47,139.15,86.02,69.39
자본유보율,"1,553.99","2,101.96","2,525.69","3,336.78","4,194.62"
EPS(원),"2,308","3,363","2,515","2,680","4,707"
PER(배),11.11,6.35,11.09,18.64,14.26
BPS(원),"7,948","10,722","13,185","17,023","22,240"
PBR(배),3.23,1.99,2.12,2.93,3.02
현금DPS(원),330,400,400,350,550
현금배당수익률,1.29,1.87,1.43,0.70,0.82
현금배당성향(%),15.61,11.89,15.91,14.36,11.65
발행주식수(보통주),"8,775,000","8,775,000","8,775,000","9,987,721","10,020,447"
