주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,946,"1,266","1,665","1,966","2,723","3,373","4,099","4,924"
영업이익,183,271,372,504,888,"1,077","1,360","1,654"
영업이익(발표기준),183,271,372,504,888,,,
세전계속사업이익,181,266,426,475,891,"1,090","1,367","1,669"
당기순이익,147,213,342,363,709,867,"1,082","1,318"
  당기순이익(지배),147,216,344,366,710,869,"1,085","1,325"
  당기순이익(비지배),-1,-2,-2,-3,-2,,,
자산총계,"1,034","1,575","2,286","2,920","4,082","5,906","7,873","10,358"
부채총계,333,647,"1,068","1,445","1,987","3,043","4,012","5,258"
자본총계,701,929,"1,218","1,476","2,094","2,863","3,861","5,100"
  자본총계(지배),697,924,"1,189","1,467","2,093","2,863","3,865","5,104"
  자본총계(비지배),4,,29,9,1,,,
자본금,57,57,57,57,57,60,60,60
영업활동현금흐름,213,388,608,723,"1,335","1,221","1,427","1,695"
투자활동현금흐름,-115,-266,-700,-178,"-1,134",-280,-289,-345
재무활동현금흐름,-33,6,8,-157,-112,-99,-82,-49
CAPEX,44,131,118,193,94,126,142,154
FCF,168,257,490,530,"1,240","1,017","1,152","1,310"
이자발생부채,0,11,181,166,151,,,
영업이익률,19.38,21.42,22.33,25.65,32.62,31.92,33.17,33.59
순이익률,15.50,16.85,20.51,18.45,26.03,25.70,26.39,26.77
ROE(%),23.23,26.60,32.52,27.56,39.90,35.08,32.26,29.55
ROA(%),15.69,16.35,17.70,13.93,20.24,17.36,15.70,14.46
부채비율,47.55,69.60,87.66,97.91,94.89,106.27,103.93,103.10
자본유보율,"1,232.11","1,654.37","2,233.05","2,781.85","4,007.67",,,
EPS(원),"1,348","1,894","2,990","3,184","6,179","7,561","9,441","11,528"
PER(배),14.24,20.80,23.04,19.00,32.81,13.05,10.45,8.56
BPS(원),"6,549","8,547","10,879","13,487","18,988","26,152","35,311","46,628"
PBR(배),2.93,4.61,6.33,4.49,10.68,3.77,2.80,2.12
현금DPS(원),380,470,550,650,730,733,750,758
현금배당수익률,1.98,1.19,0.80,1.07,0.36,0.74,0.76,0.77
현금배당성향(%),27.47,23.57,17.49,19.31,11.33,9.70,7.94,6.58
발행주식수(보통주),"11,305,067","11,494,767","11,494,767","11,494,767","11,494,767",,,
