주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,360,347,386,293,347
영업이익,100,70,88,11,33
영업이익(발표기준),100,70,88,11,33
세전계속사업이익,103,73,86,20,39
당기순이익,77,60,66,15,30
  당기순이익(지배),77,60,66,15,30
  당기순이익(비지배),,,,,
자산총계,912,900,973,"1,199","1,418"
부채총계,631,558,569,494,677
자본총계,282,342,404,704,741
  자본총계(지배),282,342,404,704,741
  자본총계(비지배),,,,,
자본금,3,3,45,64,64
영업활동현금흐름,16,19,50,5,-14
투자활동현금흐름,-19,9,16,-174,-34
재무활동현금흐름,-30,-30,-9,284,-12
CAPEX,5,6,4,14,2
FCF,11,13,46,-9,-16
이자발생부채,30,0,19,11,64
영업이익률,27.68,20.06,22.82,3.75,9.63
순이익률,21.46,17.39,17.08,5.08,8.55
ROE(%),31.38,19.38,17.67,2.68,4.10
ROA(%),8.78,6.66,7.04,1.37,2.27
부채비율,223.97,163.48,140.76,70.20,91.48
자본유보율,"22,433.20","24,736.28","1,474.16","1,475.97","1,532.56"
EPS(원),856,669,730,122,231
PER(배),,,,67.53,33.41
BPS(원),"3,119","3,784","4,477","5,491","5,773"
PBR(배),0.00,0.00,0.00,1.50,1.34
현금DPS(원),0,0,220,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,30.14,0.00,
발행주식수(보통주),"9,027,140","9,027,140","9,027,140","12,827,140","12,827,140"
