주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,555,628,582,591,628
영업이익,23,63,8,17,-2
영업이익(발표기준),23,63,8,17,-2
세전계속사업이익,23,54,4,-4,-8
당기순이익,18,26,0,-34,-5
  당기순이익(지배),21,27,8,-23,-5
  당기순이익(비지배),-2,-1,-9,-11,
자산총계,595,726,679,621,604
부채총계,215,273,246,170,164
자본총계,381,453,433,450,439
  자본총계(지배),405,480,469,450,439
  자본총계(비지배),-24,,-36,,
자본금,43,43,43,43,43
영업활동현금흐름,11,60,-27,25,-28
투자활동현금흐름,-55,-57,-10,-7,59
재무활동현금흐름,13,43,-8,14,-45
CAPEX,11,6,23,44,31
FCF,0,54,-49,-19,-59
이자발생부채,126,166,173,110,103
영업이익률,4.16,9.98,1.44,2.80,-0.33
순이익률,3.33,4.06,-0.05,-5.80,-0.77
ROE(%),5.25,6.07,1.79,-5.09,-1.09
ROA(%),3.11,3.86,-0.04,-5.28,-0.79
부채비율,56.46,60.30,56.78,37.84,37.37
자본유보율,701.51,778.06,792.12,735.80,712.59
EPS(원),243,312,98,-272,-56
PER(배),19.39,13.05,57.15,N/A,N/A
BPS(원),"4,702","5,570","5,450","5,231","5,104"
PBR(배),1.00,0.73,1.03,1.10,1.03
현금DPS(원),30,30,30,30,
현금배당수익률,0.64,0.74,0.53,0.52,
현금배당성향(%),12.37,9.63,30.51,-11.03,
발행주식수(보통주),"8,610,587","8,610,587","8,610,587","8,610,587","8,610,587"
