주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,208,214,249,268,319
영업이익,39,24,23,26,59
영업이익(발표기준),39,24,23,26,59
세전계속사업이익,42,27,26,28,72
당기순이익,35,26,31,34,62
  당기순이익(지배),35,26,31,34,62
  당기순이익(비지배),,,,,
자산총계,379,378,427,441,527
부채총계,60,58,89,92,116
자본총계,319,320,339,349,411
  자본총계(지배),319,320,339,349,411
  자본총계(비지배),,,,,
자본금,24,47,47,47,47
영업활동현금흐름,23,31,18,39,57
투자활동현금흐름,-122,-9,-8,-23,-43
재무활동현금흐름,81,-23,-13,-21,-3
CAPEX,16,32,4,1,2
FCF,7,-1,14,38,55
이자발생부채,0,0,3,2,2
영업이익률,18.51,11.03,9.21,9.66,18.51
순이익률,16.91,12.33,12.46,12.77,19.34
ROE(%),13.63,8.27,9.43,9.96,16.23
ROA(%),10.88,6.99,7.72,7.89,12.75
부채비율,18.81,18.00,26.16,26.32,28.16
자본유보율,"1,293.34",650.84,706.01,774.20,908.20
EPS(원),414,280,329,363,654
PER(배),15.66,18.75,15.59,18.18,19.43
BPS(원),"3,453","3,488","3,792","4,082","4,660"
PBR(배),1.88,1.51,1.35,1.61,2.73
현금DPS(원),51,0,0,0,120
현금배당수익률,0.79,0.00,0.00,0.00,0.94
현금배당성향(%),13.23,0.00,0.00,0.00,17.15
발행주식수(보통주),"9,444,600","9,444,600","9,444,600","9,444,600","9,444,600"
