주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,226,188,227,230,294
영업이익,11,-11,4,4,27
영업이익(발표기준),11,-11,4,4,27
세전계속사업이익,7,-7,9,-10,26
당기순이익,8,-4,11,1,16
  당기순이익(지배),8,-4,11,1,16
  당기순이익(비지배),,,,,
자산총계,550,546,585,745,808
부채총계,25,31,40,199,69
자본총계,526,515,545,546,739
  자본총계(지배),526,515,545,546,739
  자본총계(비지배),,,,,
자본금,41,41,41,41,46
영업활동현금흐름,31,32,26,12,82
투자활동현금흐름,-31,-101,13,-151,-95
재무활동현금흐름,-1,3,29,134,-3
CAPEX,13,11,20,80,28
FCF,19,22,6,-68,55
이자발생부채,0,0,5,83,13
영업이익률,4.71,-5.60,1.84,1.87,9.21
순이익률,3.32,-1.88,4.87,0.59,5.30
ROE(%),1.43,-0.68,2.08,0.25,2.43
ROA(%),1.36,-0.65,1.95,0.20,2.01
부채비율,4.68,5.97,7.29,36.36,9.40
자본유보율,"1,199.67","1,181.24","1,224.54","1,223.89","1,491.73"
EPS(원),91,-43,133,16,170
PER(배),69.07,N/A,101.21,"1,067.03",153.55
BPS(원),"6,455","6,365","6,586","5,960","7,980"
PBR(배),0.97,0.71,2.05,2.79,3.26
현금DPS(원),50,20,50,50,100
현금배당수익률,0.80,0.44,0.37,0.30,0.38
현금배당성향(%),54.28,-43.06,36.73,353.79,60.03
발행주식수(보통주),"8,278,230","8,278,230","8,278,230","8,278,230","9,200,665"
