주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,48,45,40,42,41
영업이익,2,-14,-2,-2,-10
영업이익(발표기준),2,-14,-2,-2,-10
세전계속사업이익,0,-22,-17,-25,-7
당기순이익,-1,-25,-17,-25,-7
  당기순이익(지배),-1,-25,-17,-25,-7
  당기순이익(비지배),,,,,
자산총계,167,148,159,176,513
부채총계,104,110,137,113,209
자본총계,64,38,22,63,304
  자본총계(지배),64,38,22,63,304
  자본총계(비지배),,,,,
자본금,12,12,12,16,21
영업활동현금흐름,-2,-10,3,-2,-18
투자활동현금흐름,-11,3,-10,-23,-324
재무활동현금흐름,0,-2,10,21,341
CAPEX,3,0,11,2,60
FCF,-4,-11,-8,-4,-78
이자발생부채,78,85,104,65,111
영업이익률,4.77,-31.79,-4.59,-5.67,-24.06
순이익률,-2.45,-56.23,-42.51,-59.30,-16.82
ROE(%),-1.82,-50.09,-56.74,-59.31,-3.74
ROA(%),-0.71,-16.12,-11.03,-15.03,-1.99
부채비율,163.41,290.29,630.86,178.70,68.67
자본유보율,362.60,152.26,19.20,256.50,"1,280.40"
EPS(원),-40,-874,-583,-804,-166
PER(배),,,,,N/A
BPS(원),"2,181","1,307",750,"1,861","7,212"
PBR(배),0.00,0.00,0.00,0.00,10.57
현금DPS(원),0,0,0,0,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"2,437,413","2,437,413","2,437,413","3,118,587","4,288,920"
