주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,69,101,182,179,203,307,372,446
영업이익,-46,-38,-4,-43,-20,19,37,45
영업이익(발표기준),-46,-38,-4,-43,-20,,,
세전계속사업이익,-56,-42,-3,-45,65,14,38,46
당기순이익,-55,-42,2,-46,47,10,27,33
  당기순이익(지배),-54,-38,1,-45,49,11,29,35
  당기순이익(비지배),-1,-4,1,-1,-2,,,
자산총계,348,345,629,598,978,997,"1,060","1,107"
부채총계,107,143,150,152,442,449,484,495
자본총계,241,202,479,446,537,548,576,611
  자본총계(지배),237,201,478,442,524,534,563,598
  자본총계(비지배),,,1,5,13,,,
자본금,34,34,42,42,43,43,43,43
영업활동현금흐름,-16,-7,-28,9,9,219,37,59
투자활동현금흐름,-25,13,-271,19,-313,-44,-49,-55
재무활동현금흐름,30,25,294,-14,317,0,0,0
CAPEX,95,20,64,22,15,23,28,34
FCF,-110,-27,-92,-13,-7,,,
이자발생부채,77,102,121,113,212,,,
영업이익률,-65.86,-37.94,-2.38,-23.94,-10.07,6.19,9.95,10.09
순이익률,-79.99,-42.19,1.01,-25.91,23.13,3.26,7.26,7.40
ROE(%),-20.34,-17.52,0.37,-9.87,10.21,2.08,5.29,6.03
ROA(%),-15.52,-12.23,0.38,-7.54,5.97,1.01,2.63,3.05
부채비율,44.19,71.13,31.20,34.02,82.28,81.93,84.03,81.01
자본유보율,603.91,494.12,"1,044.24",946.83,"1,112.55",,,
EPS(원),-802,-570,18,-542,578,128,337,406
PER(배),,,"1,047.37",N/A,77.12,277.56,105.34,87.28
BPS(원),"3,523","2,987","5,733","5,248","6,092","6,197","6,533","6,939"
PBR(배),0.00,0.00,3.24,4.62,7.31,5.72,5.43,5.11
현금DPS(원),0,0,0,0,0,,,
현금배당수익률,,,0.00,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"6,739,334","6,739,334","8,343,416","8,417,916","8,594,416",,,
