주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,244","5,445","6,848","8,669","5,262"
영업이익,137,160,160,114,-226
영업이익(발표기준),137,160,160,114,-226
세전계속사업이익,-48,105,35,-112,-232
당기순이익,-344,113,42,-102,-226
  당기순이익(지배),-342,104,19,-133,-191
  당기순이익(비지배),-2,9,23,30,-35
자산총계,"2,562","3,233","4,326","3,291","3,425"
부채총계,"1,905","2,209","3,004","2,076","2,328"
자본총계,657,"1,024","1,322","1,215","1,097"
  자본총계(지배),645,770,"1,007",891,869
  자본총계(비지배),12,,316,323,228
자본금,289,289,322,344,369
영업활동현금흐름,-42,491,325,-182,82
투자활동현금흐름,-260,-368,-446,-120,-347
재무활동현금흐름,350,233,235,328,-31
CAPEX,292,233,528,67,97
FCF,-335,258,-203,-249,-14
이자발생부채,984,980,"1,089","1,350","1,363"
영업이익률,3.23,2.94,2.34,1.31,-4.30
순이익률,-8.11,2.08,0.61,-1.18,-4.29
ROE(%),-44.98,14.75,2.10,-13.99,-21.69
ROA(%),-13.46,3.91,1.11,-2.69,-6.73
부채비율,290.05,215.78,227.14,170.94,212.11
자본유보율,121.51,163.35,184.64,151.05,99.69
EPS(원),-615,181,31,-196,-264
PER(배),N/A,9.55,99.72,N/A,N/A
BPS(원),"1,128","1,346","1,580","1,307","1,186"
PBR(배),2.35,1.28,1.96,2.14,1.57
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"57,775,923","57,814,825","64,299,070","68,761,022","73,824,118"
