주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,027",685,786,468,509
영업이익,104,52,19,-20,19
영업이익(발표기준),104,52,19,-20,19
세전계속사업이익,107,64,42,-30,30
당기순이익,158,44,33,-26,22
  당기순이익(지배),158,44,33,-26,22
  당기순이익(비지배),,,,,
자산총계,"2,033","1,797","1,653","1,505","1,602"
부채총계,643,390,246,159,230
자본총계,"1,389","1,407","1,407","1,345","1,371"
  자본총계(지배),"1,389","1,407","1,407","1,345","1,371"
  자본총계(비지배),,,,,
자본금,313,313,313,313,313
영업활동현금흐름,25,-519,-1,-344,255
투자활동현금흐름,-372,28,-13,369,-275
재무활동현금흐름,-31,-31,-34,-34,-3
CAPEX,1,0,1,1,0
FCF,24,-519,-2,-345,255
이자발생부채,0,0,20,17,14
영업이익률,10.13,7.65,2.47,-4.17,3.78
순이익률,15.43,6.35,4.14,-5.62,4.41
ROE(%),11.95,3.11,2.32,-1.91,1.65
ROA(%),7.91,2.27,1.89,-1.67,1.45
부채비율,46.32,27.73,17.48,11.83,16.77
자본유보율,346.20,349.18,348.13,329.60,337.27
EPS(원),253,70,52,-42,36
PER(배),21.33,43.29,74.52,N/A,168.74
BPS(원),"2,226","2,255","2,254","2,156","2,198"
PBR(배),2.43,1.33,1.72,1.57,2.76
현금DPS(원),50,50,50,0,0
현금배당수익률,0.93,1.66,1.29,0.00,0.00
현금배당성향(%),19.69,71.69,95.72,0.00,
발행주식수(보통주),"62,600,000","62,600,000","62,600,000","62,600,000","62,600,000"
