주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"6,862","7,065","7,316","8,758","9,580"
영업이익,"1,787","1,737","1,267","1,110","1,085"
영업이익(발표기준),"1,787","1,737","1,267","1,110","1,085"
세전계속사업이익,"2,159","1,992","1,273","1,183","1,748"
당기순이익,"1,480","1,332",769,801,"1,187"
  당기순이익(지배),447,253,71,277,333
  당기순이익(비지배),"1,033","1,079",698,524,854
자산총계,"15,841","17,828","18,314","19,829","21,845"
부채총계,"8,395","9,340","9,577","10,650","11,586"
자본총계,"7,446","8,488","8,737","9,178","10,259"
  자본총계(지배),"2,996","2,987","3,051","3,522","3,973"
  자본총계(비지배),"4,450","5,502","5,686","5,656","6,286"
자본금,109,109,109,109,109
영업활동현금흐름,-872,508,-297,"3,305","2,704"
투자활동현금흐름,215,211,-353,-858,"-3,048"
재무활동현금흐름,954,627,-216,192,496
CAPEX,80,131,163,86,100
FCF,-953,377,-460,"3,219","2,604"
이자발생부채,"2,670","2,938","3,022","3,298","3,544"
영업이익률,26.05,24.59,17.32,12.68,11.33
순이익률,21.57,18.86,10.51,9.15,12.39
ROE(%),16.27,8.47,2.34,8.42,8.89
ROA(%),10.15,7.91,4.26,4.20,5.70
부채비율,112.74,110.03,109.62,116.04,112.93
자본유보율,"2,716.20","2,836.60","2,941.57","3,383.45","3,678.01"
EPS(원),"2,051","1,162",324,"1,269","1,528"
PER(배),5.48,7.24,23.77,8.31,12.10
BPS(원),"13,879","14,048","14,607","16,861","19,019"
PBR(배),0.81,0.60,0.53,0.63,0.97
현금DPS(원),140,100,40,140,150
현금배당수익률,1.24,1.19,0.52,1.33,0.81
현금배당성향(%),6.76,8.39,11.81,10.57,9.40
발행주식수(보통주),"21,807,689","21,807,689","21,807,689","21,807,689","21,807,689"
