주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,952,"1,092","1,119","1,510","2,041"
영업이익,-49,3,33,143,183
영업이익(발표기준),-49,3,33,143,183
세전계속사업이익,80,43,58,146,279
당기순이익,95,43,19,112,243
  당기순이익(지배),99,43,19,112,232
  당기순이익(비지배),-4,,,,11
자산총계,"1,633","1,655","1,707","1,836","3,051"
부채총계,113,137,184,219,605
자본총계,"1,519","1,518","1,524","1,617","2,445"
  자본총계(지배),"1,519","1,518","1,524","1,617","1,866"
  자본총계(비지배),,,,,579
자본금,54,54,54,54,54
영업활동현금흐름,22,-53,136,255,32
투자활동현금흐름,187,-82,-153,-139,-323
재무활동현금흐름,-30,-42,-41,-40,-60
CAPEX,14,18,16,23,27
FCF,8,-71,119,232,6
이자발생부채,0,0,43,39,64
영업이익률,-5.18,0.24,2.95,9.47,8.95
순이익률,10.00,3.97,1.71,7.43,11.92
ROE(%),6.70,2.86,1.26,7.14,13.33
ROA(%),5.46,2.64,1.14,6.33,9.96
부채비율,7.45,9.00,12.05,13.56,24.74
자본유보율,"2,749.12","2,790.52","2,778.09","2,947.84","3,327.81"
EPS(원),927,405,178,"1,047","2,166"
PER(배),7.92,52.26,143.18,26.04,10.85
BPS(원),"14,349","14,719","14,773","15,644","18,061"
PBR(배),0.51,1.44,1.73,1.74,1.30
현금DPS(원),200,250,250,300,300
현금배당수익률,2.72,1.18,0.98,1.10,1.28
현금배당성향(%),21.33,59.45,134.83,27.64,13.36
발행주식수(보통주),"10,716,390","10,716,390","10,716,390","10,716,390","10,716,390"
