주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,113,121,130,103,107
영업이익,26,8,5,-4,16
영업이익(발표기준),26,8,5,-4,16
세전계속사업이익,28,9,8,3,16
당기순이익,25,9,11,1,16
  당기순이익(지배),25,9,11,1,16
  당기순이익(비지배),,,,,
자산총계,153,259,265,259,282
부채총계,61,43,35,25,26
자본총계,91,215,230,235,256
  자본총계(지배),91,215,230,235,256
  자본총계(비지배),,,,,
자본금,7,28,29,30,30
영업활동현금흐름,12,1,25,21,30
투자활동현금흐름,-8,-102,-2,5,-2
재무활동현금흐름,2,110,-11,2,1
CAPEX,1,2,1,0,2
FCF,12,-1,23,20,29
이자발생부채,30,12,3,2,2
영업이익률,23.25,6.67,3.81,-4.13,15.26
순이익률,22.21,7.67,8.22,0.55,15.47
ROE(%),43.00,6.04,4.78,0.24,6.72
ROA(%),19.58,4.50,4.07,0.22,6.09
부채비율,67.27,20.14,15.10,10.45,10.26
자본유보율,"1,167.84",642.18,676.70,683.79,740.02
EPS(원),661,192,184,10,277
PER(배),,46.82,33.16,646.49,23.63
BPS(원),"2,173","3,802","3,968","3,961","4,253"
PBR(배),0.00,2.37,1.54,1.58,1.54
현금DPS(원),0,0,0,0,0
현금배당수익률,,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"4,199,967","5,662,567","5,794,561","5,930,038","6,017,989"
