주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,39,187,44,435,39
영업이익,-58,62,-199,16,-281
영업이익(발표기준),-58,62,-199,16,-281
세전계속사업이익,-64,52,-227,13,-286
당기순이익,-64,43,-250,-20,-286
  당기순이익(지배),-59,35,-224,-44,-263
  당기순이익(비지배),-5,8,-25,23,-23
자산총계,405,703,724,764,490
부채총계,149,186,180,191,178
자본총계,257,517,544,572,312
  자본총계(지배),212,463,513,530,288
  자본총계(비지배),44,,31,42,24
자본금,136,143,150,152,152
영업활동현금흐름,-37,-51,0,-179,-88
투자활동현금흐름,28,-79,18,-244,68
재무활동현금흐름,179,193,208,-10,63
CAPEX,1,22,42,52,103
FCF,-38,-73,-42,-231,-191
이자발생부채,132,112,67,17,73
영업이익률,-148.54,33.03,-454.53,3.64,-719.93
순이익률,-163.23,22.88,-571.43,-4.71,-732.56
ROE(%),-32.96,10.28,-45.98,-8.35,-64.15
ROA(%),-18.45,7.72,-35.00,-2.75,-45.61
부채비율,58.05,35.98,33.16,33.45,57.00
자본유보율,25.51,191.13,206.03,218.94,50.54
EPS(원),-221,127,-784,-145,-866
PER(배),N/A,178.45,N/A,N/A,N/A
BPS(원),780,"1,621","1,708","1,750",950
PBR(배),21.10,13.94,14.11,37.48,38.51
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"27,250,787","28,101,839","29,200,311","29,476,692","30,206,525"
