주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,499","2,690","2,536","2,553","3,556","4,714","5,590","6,204"
영업이익,242,198,42,60,289,626,768,842
영업이익(발표기준),252,197,54,107,506,,,
세전계속사업이익,300,373,17,205,394,657,810,901
당기순이익,119,159,-246,32,229,466,556,619
  당기순이익(지배),178,178,-215,94,67,391,488,543
  당기순이익(비지배),-59,-19,-31,-63,162,,,
자산총계,"5,836","5,943","5,163","5,428","6,215","7,106","7,850","8,397"
부채총계,"1,515","1,449",947,"1,203","1,387","1,839","2,068","2,038"
자본총계,"4,321","4,494","4,217","4,226","4,828","5,267","5,782","6,359"
  자본총계(지배),"3,428","3,598","3,368","3,514","3,776","4,174","4,627","5,099"
  자본총계(비지배),893,897,849,712,"1,052",,,
자본금,93,93,93,94,94,92,92,92
영업활동현금흐름,219,225,596,258,369,585,786,766
투자활동현금흐름,-538,-656,102,-110,-770,-257,-291,-187
재무활동현금흐름,708,14,-814,-104,325,33,5,-4
CAPEX,303,232,403,321,323,156,180,91
FCF,-84,-7,193,-63,45,434,587,615
이자발생부채,770,837,300,279,304,,,
영업이익률,6.91,7.36,1.66,2.35,8.12,13.28,13.73,13.58
순이익률,3.40,5.93,-9.72,1.23,6.43,9.88,9.95,9.98
ROE(%),5.71,5.07,-6.18,2.74,1.83,9.84,11.09,11.17
ROA(%),2.23,2.71,-4.44,0.60,3.93,7.00,7.44,7.62
부채비율,35.06,32.23,22.45,28.46,28.73,34.92,35.76,32.05
자본유보율,"3,605.14","3,773.01","3,511.33","3,656.99","3,725.47",,,
EPS(원),931,911,"-1,118",515,361,"2,106","2,623","2,921"
PER(배),30.99,52.16,N/A,86.79,154.21,25.59,20.55,18.45
BPS(원),"17,670","18,544","18,656","19,232","20,632","22,615","25,065","27,626"
PBR(배),1.63,2.56,1.47,2.32,2.70,2.38,2.15,1.95
현금DPS(원),150,150,0,0,250,244,241,236
현금배당수익률,0.52,0.32,0.00,0.00,0.45,0.45,0.45,0.44
현금배당성향(%),16.34,16.35,0.00,0.00,68.71,11.59,9.16,8.09
발행주식수(보통주),"18,185,709","18,185,709","18,197,609","18,414,569","18,444,369",,,
