주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,559","2,273","2,563","1,511","1,345"
영업이익,28,55,62,58,13
영업이익(발표기준),28,55,62,58,13
세전계속사업이익,2,-156,-35,-10,-51
당기순이익,0,-164,-34,-155,65
  당기순이익(지배),0,-137,-26,-98,58
  당기순이익(비지배),,-27,-8,-57,6
자산총계,"2,044","2,121","1,857","1,953","1,620"
부채총계,"1,198","1,407","1,152","1,391","1,175"
자본총계,846,713,706,561,446
  자본총계(지배),721,629,639,540,440
  자본총계(비지배),107,,67,22,6
자본금,55,60,65,65,69
영업활동현금흐름,-10,31,80,199,73
투자활동현금흐름,-40,-120,-44,-267,-653
재무활동현금흐름,-8,-10,6,78,498
CAPEX,65,59,67,55,87
FCF,-75,-28,12,143,-15
이자발생부채,647,572,606,709,833
영업이익률,1.81,2.43,2.41,3.84,0.94
순이익률,0.01,-7.23,-1.33,-10.29,4.82
ROE(%),0.01,-20.28,-4.10,-16.64,11.94
ROA(%),0.01,-7.89,-1.71,-8.15,3.63
부채비율,141.60,197.28,163.17,247.92,263.68
자본유보율,"1,232.22",991.41,904.37,751.94,829.58
EPS(원),1,"-1,147",-207,-755,433
PER(배),"6,739.04",N/A,N/A,N/A,6.94
BPS(원),"6,538","5,204","4,924","4,157","3,180"
PBR(배),0.84,0.65,0.61,0.95,0.94
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"11,026,516","12,086,586","12,980,146","12,980,146","13,825,216"
