주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,553,454,451,406,247
영업이익,39,-92,-85,39,37
영업이익(발표기준),39,-92,-85,39,37
세전계속사업이익,17,-145,-272,54,18
당기순이익,22,-134,-286,52,16
  당기순이익(지배),20,-112,-247,57,16
  당기순이익(비지배),2,-22,-39,-5,0
자산총계,830,781,480,464,640
부채총계,326,393,314,221,274
자본총계,504,388,165,243,365
  자본총계(지배),483,377,182,243,364
  자본총계(비지배),22,,-17,1,1
자본금,32,34,37,37,46
영업활동현금흐름,-52,-6,-14,60,63
투자활동현금흐름,-21,-89,19,-54,-94
재무활동현금흐름,-4,151,-44,7,146
CAPEX,8,6,1,0,3
FCF,-60,-11,-15,59,60
이자발생부채,178,285,187,139,164
영업이익률,6.96,-20.38,-18.84,9.60,15.05
순이익률,4.01,-29.62,-63.40,12.83,6.48
ROE(%),4.60,-26.05,-88.20,27.09,5.26
ROA(%),2.51,-16.69,-45.36,11.03,2.90
부채비율,64.61,101.13,190.34,90.70,75.07
자본유보율,"1,456.37","1,078.57",469.55,571.10,693.89
EPS(원),66,-331,-697,157,37
PER(배),37.02,N/A,N/A,6.64,32.67
BPS(원),"1,451","1,121",499,666,793
PBR(배),1.68,1.13,2.32,1.56,1.54
현금DPS(원),14,0,0,0,0
현금배당수익률,0.59,0.00,0.00,0.00,0.00
현금배당성향(%),23.79,0.00,0.00,0.00,
발행주식수(보통주),"33,509,493","33,905,098","36,676,033","36,676,033","46,175,806"
