주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,244,381,486,219,135
영업이익,13,28,27,-65,-118
영업이익(발표기준),13,28,27,-65,-118
세전계속사업이익,11,18,25,-66,-128
당기순이익,8,25,28,-50,-147
  당기순이익(지배),8,25,28,-50,-147
  당기순이익(비지배),,,,,
자산총계,292,343,389,345,216
부채총계,182,212,165,169,180
자본총계,110,131,224,176,36
  자본총계(지배),110,131,224,176,36
  자본총계(비지배),,,,,
자본금,41,41,47,47,47
영업활동현금흐름,19,80,27,-52,-53
투자활동현금흐름,-41,-20,-11,-38,-2
재무활동현금흐름,18,-12,63,28,14
CAPEX,31,16,10,5,3
FCF,-12,65,17,-56,-56
이자발생부채,105,95,90,117,130
영업이익률,5.15,7.47,5.51,-29.76,-87.78
순이익률,3.11,6.69,5.79,-22.89,-109.19
ROE(%),7.08,21.13,15.85,-25.02,-139.11
ROA(%),2.84,8.02,7.68,-13.63,-52.40
부채비율,165.03,162.06,73.61,96.36,506.38
자본유보율,166.43,216.25,381.83,277.45,-23.46
EPS(원),92,308,338,-538,"-1,579"
PER(배),,,28.69,N/A,N/A
BPS(원),"1,332","1,581","2,409","1,887",383
PBR(배),0.00,0.00,4.03,3.51,10.79
현금DPS(원),0,0,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"8,278,185","8,278,185","9,308,185","9,308,185","9,308,185"
