주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,118","2,340","1,216","3,090","1,158","2,147","3,297","2,231"
영업이익,369,397,143,501,17,136,507,140
영업이익(발표기준),369,397,143,501,17,,,
세전계속사업이익,288,342,160,426,4,81,452,87
당기순이익,245,298,112,335,8,69,385,74
  당기순이익(지배),245,298,112,335,8,,,
  당기순이익(비지배),,,,,,,,
자산총계,"2,362","1,912","2,038","2,331","2,328",,,
부채총계,"1,021",598,567,536,649,,,
자본총계,"1,341","1,314","1,471","1,795","1,679",,,
  자본총계(지배),"1,341","1,314","1,471","1,795","1,679",,,
  자본총계(비지배),,,,,,,,
자본금,83,84,88,90,90,,,
영업활동현금흐름,-119,298,240,495,212,,,
투자활동현금흐름,32,-31,-11,-90,-262,,,
재무활동현금흐름,70,-324,-150,5,-71,,,
CAPEX,45,38,11,26,40,,,
FCF,-164,261,229,469,173,,,
이자발생부채,537,349,176,176,172,,,
영업이익률,11.83,16.97,11.76,16.20,1.48,6.33,15.38,6.28
순이익률,7.85,12.75,9.17,10.83,0.66,3.21,11.68,3.32
ROE(%),19.84,22.47,8.01,20.49,0.44,,,
ROA(%),10.26,13.96,5.65,15.32,0.33,,,
부채비율,76.11,45.53,38.57,29.88,38.65,,,
자본유보율,"1,550.47","1,577.25","1,691.56","2,023.78","1,975.15",,,
EPS(원),"1,484","1,789",658,"1,883",42,,,
PER(배),9.27,3.76,29.84,9.72,304.56,,,
BPS(원),"8,328","8,348","8,919","10,655","10,289",,,
PBR(배),1.65,0.81,2.20,1.72,1.25,,,
현금DPS(원),150,150,150,350,200,,,
현금배당수익률,1.09,2.23,0.76,1.91,1.56,,,
현금배당성향(%),9.86,7.91,22.18,17.62,428.81,,,
발행주식수(보통주),"16,646,497","16,746,497","17,519,978","17,948,326","18,065,413",,,
