주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,635,691,698,680,698
영업이익,5,8,31,9,8
영업이익(발표기준),5,8,31,9,8
세전계속사업이익,16,13,36,80,-80
당기순이익,17,13,35,70,-77
  당기순이익(지배),17,14,35,70,-68
  당기순이익(비지배),0,-1,0,0,-10
자산총계,"1,153","1,116","1,200","1,116","1,104"
부채총계,380,339,401,332,373
자본총계,773,777,799,784,730
  자본총계(지배),748,754,775,761,715
  자본총계(비지배),24,,23,23,16
자본금,68,68,68,68,75
영업활동현금흐름,37,28,99,82,-39
투자활동현금흐름,-2,-5,-108,-35,14
재무활동현금흐름,-87,-46,17,-121,26
CAPEX,18,11,9,11,11
FCF,19,17,90,71,-51
이자발생부채,282,243,277,241,271
영업이익률,0.77,1.23,4.49,1.33,1.18
순이익률,2.67,1.84,5.03,10.26,-11.08
ROE(%),2.36,1.87,4.57,9.14,-9.19
ROA(%),1.40,1.12,3.03,6.02,-6.97
부채비율,49.18,43.62,50.20,42.35,51.14
자본유보율,978.20,987.82,"1,018.77","1,104.69",850.16
EPS(원),134,108,269,540,-513
PER(배),29.54,31.34,13.73,10.18,N/A
BPS(원),"5,824","5,870","6,081","6,794","5,892"
PBR(배),0.68,0.58,0.61,0.81,0.76
현금DPS(원),50,60,100,150,70
현금배당수익률,1.26,1.77,2.71,2.73,1.56
현금배당성향(%),36.87,54.92,33.73,23.92,-12.52
발행주식수(보통주),"13,000,000","13,000,000","13,000,000","13,000,000","13,000,000"
