주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,727",837,651,476,417
영업이익,-396,-300,-291,-209,-156
영업이익(발표기준),-396,-300,-291,-209,-156
세전계속사업이익,-619,-407,-463,-161,-140
당기순이익,-637,-536,-451,-161,-140
  당기순이익(지배),-637,-536,-451,-161,-140
  당기순이익(비지배),0,0,0,0,0
자산총계,"2,490","1,520","1,071",600,489
부채총계,"1,639",667,635,192,284
자본총계,851,854,436,408,206
  자본총계(지배),852,855,437,408,206
  자본총계(비지배),-1,-1,-1,0,0
자본금,293,658,658,210,210
영업활동현금흐름,-21,-64,8,-72,-37
투자활동현금흐름,-73,54,-70,337,22
재무활동현금흐름,124,75,-36,-281,49
CAPEX,44,17,42,12,6
FCF,-65,-81,-33,-85,-43
이자발생부채,981,515,458,101,150
영업이익률,-22.91,-35.80,-44.78,-43.86,-37.26
순이익률,-36.90,-64.09,-69.35,-33.89,-33.54
ROE(%),-66.94,-62.85,-69.85,-38.20,-45.61
ROA(%),-23.81,-26.75,-34.84,-19.33,-25.71
부채비율,192.63,78.06,145.62,46.97,137.81
자본유보율,185.07,26.22,-41.39,91.80,30.72
EPS(원),"-9,092","-5,358","-3,464","-1,067",-668
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"10,994","6,570","3,359","1,950",983
PBR(배),1.41,0.77,1.46,0.73,1.36
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"7,764,336","13,027,259","13,027,259","20,961,315","20,961,315"
