주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,302,307,350,318,373
영업이익,12,3,9,13,4
영업이익(발표기준),12,3,9,13,4
세전계속사업이익,8,-34,-132,41,5
당기순이익,-28,-31,-253,24,4
  당기순이익(지배),-28,-31,-253,24,4
  당기순이익(비지배),,,,,
자산총계,142,388,380,283,391
부채총계,48,325,240,105,199
자본총계,94,63,139,177,192
  자본총계(지배),94,63,139,177,192
  자본총계(비지배),,,,,
자본금,58,58,74,79,82
영업활동현금흐름,-4,19,-60,40,19
투자활동현금흐름,29,-273,47,56,-69
재무활동현금흐름,-3,236,165,-98,92
CAPEX,15,121,25,2,1
FCF,-20,-103,-85,38,18
이자발생부채,0,187,159,64,135
영업이익률,4.12,0.90,2.65,3.99,1.13
순이익률,-9.15,-9.96,-72.40,7.49,1.06
ROE(%),-29.52,-39.13,-250.67,15.03,2.14
ROA(%),-19.10,-11.54,-65.97,7.19,1.17
부채비율,51.44,519.17,172.48,59.40,103.93
자본유보율,73.30,24.41,100.47,135.54,144.90
EPS(원),-256,-264,"-2,039",155,25
PER(배),N/A,N/A,N/A,11.03,88.86
BPS(원),810,542,940,"1,120","1,169"
PBR(배),3.35,15.03,8.89,1.53,1.88
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"11,563,534","11,563,534","14,833,246","15,855,736","16,410,366"
