주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,013","4,208","3,910","4,955","10,125","15,299","18,925","20,509"
영업이익,386,472,350,665,"1,119","3,517","4,585","5,196"
영업이익(발표기준),386,472,350,665,"1,119",,,
세전계속사업이익,723,284,201,779,"7,221","3,496","4,596","5,216"
당기순이익,607,189,89,675,"5,202","2,666","3,470","3,936"
  당기순이익(지배),617,190,110,860,"5,287","2,212","3,032","3,442"
  당기순이익(비지배),-10,-1,-21,-185,-85,,,
자산총계,"3,301","5,457","5,918","13,099","43,050","50,991","63,048","63,367"
부채총계,"1,355","1,291","1,744","2,845","18,845","24,430","32,944","28,059"
자본총계,"1,946","4,166","4,174","10,254","24,205","26,561","30,104","35,308"
  자본총계(지배),"1,938","4,186","4,156","10,027","21,013","23,161","26,334","30,696"
  자본총계(비지배),8,-19,18,226,"3,192",,,
자본금,5,56,56,74,77,79,79,79
영업활동현금흐름,444,734,703,823,"2,278","5,058","4,909","5,951"
투자활동현금흐름,-259,"-1,912",766,"-1,684","-8,040","-2,345","-1,685","-1,700"
재무활동현금흐름,12,"1,621",-50,"4,087","8,181",945,646,810
CAPEX,11,94,42,278,110,830,239,228
FCF,432,640,660,545,"2,168","4,408","4,487","5,745"
이자발생부채,3,33,305,781,"6,546",,,
영업이익률,19.19,11.21,8.95,13.42,11.05,22.99,24.23,25.34
순이익률,30.15,4.49,2.27,13.62,51.37,17.42,18.34,19.19
ROE(%),47.39,6.20,2.64,12.12,34.06,10.02,12.25,12.07
ROA(%),26.31,4.32,1.56,7.10,18.53,5.67,6.08,6.23
부채비율,69.65,30.99,41.78,27.75,77.86,91.98,109.43,79.47
자본유보율,"42,136.97","7,474.25","7,607.66","12,247.51","23,164.98",,,
EPS(원),"2,174",352,197,"1,379","7,061","2,821","3,855","4,378"
PER(배),,,,33.35,12.89,19.50,14.27,12.56
BPS(원),"4,301","7,497","7,443","13,551","27,171","29,682","33,749","39,338"
PBR(배),0.00,0.00,0.00,3.39,3.35,1.85,1.63,1.40
현금DPS(원),0,0,0,0,0,0,0,0
현금배당수익률,,,,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"45,047,227","55,829,070","55,829,070","74,116,629","77,454,169",,,
