주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,122,89,105,123,123
영업이익,46,19,39,13,18
영업이익(발표기준),46,19,39,13,18
세전계속사업이익,47,25,44,-24,31
당기순이익,43,20,36,-21,27
  당기순이익(지배),43,20,36,-21,27
  당기순이익(비지배),,,,,
자산총계,346,323,491,688,617
부채총계,205,161,293,324,211
자본총계,142,162,198,364,405
  자본총계(지배),142,162,198,364,405
  자본총계(비지배),,,,,
자본금,11,11,11,48,49
영업활동현금흐름,39,35,36,13,-5
투자활동현금흐름,-33,-58,62,-20,-74
재무활동현금흐름,-15,,-2,35,-27
CAPEX,1,21,1,10,8
FCF,38,14,35,3,-13
이자발생부채,0,0,11,41,12
영업이익률,37.91,21.27,37.18,10.44,14.68
순이익률,35.12,22.74,34.12,-17.47,22.14
ROE(%),32.71,13.35,19.93,-7.62,7.05
ROA(%),14.17,6.06,8.81,-3.64,4.16
부채비율,144.53,99.17,148.13,88.76,52.16
자본유보율,"1,354.49","1,528.12","1,843.52",665.88,734.08
EPS(원),91,43,76,-936,57
PER(배),,,,N/A,30.76
BPS(원),300,343,419,766,835
PBR(배),,,,2.22,2.08
현금DPS(원),0,0,0,0,20
현금배당수익률,0.00,0.00,0.00,0.00,1.15
현금배당성향(%),0.00,0.00,0.00,0.00,35.78
발행주식수(보통주),"47,239,312","47,239,312","47,239,312","47,552,972","48,561,742"
