주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"11,104","11,942","11,299","11,531","13,010","12,637","13,389","14,070"
영업이익,983,949,495,597,632,475,752,781
영업이익(발표기준),983,949,495,597,632,,,
세전계속사업이익,705,784,477,357,758,494,745,831
당기순이익,464,626,358,290,615,402,590,646
  당기순이익(지배),403,628,345,178,497,336,494,570
  당기순이익(비지배),61,-2,13,113,118,,,
자산총계,"12,273","12,938","13,221","13,302","15,131","15,235","15,650","16,556"
부채총계,"5,514","5,685","5,764","5,394","6,610","6,671","6,736","7,052"
자본총계,"6,759","7,253","7,457","7,908","8,521","8,564","8,914","9,504"
  자본총계(지배),"5,945","6,485","6,611","6,838","7,297","7,226","7,445","7,936"
  자본총계(비지배),814,,846,"1,070","1,224",,,
자본금,292,292,292,292,292,290,290,291
영업활동현금흐름,"1,673","1,036","1,695",898,984,"1,628","1,451","1,422"
투자활동현금흐름,"-1,682","-1,464",-962,-921,"-1,164","-1,190","-1,114","-1,108"
재무활동현금흐름,175,171,-501,-73,678,-375,-437,-234
CAPEX,"1,588","1,449",744,576,"1,416","1,075","1,045",
FCF,84,-413,951,322,-432,292,318,216
이자발생부채,"1,746","2,345","2,142","2,067","3,204",,,
영업이익률,8.85,7.95,4.38,5.17,4.86,3.76,5.62,5.55
순이익률,4.18,5.24,3.17,2.52,4.73,3.18,4.41,4.59
ROE(%),6.73,10.10,5.27,2.64,7.03,4.63,6.74,7.41
ROA(%),4.00,4.97,2.74,2.19,4.33,2.65,3.82,4.01
부채비율,81.58,78.39,77.30,68.21,77.57,77.90,75.56,74.20
자본유보율,"2,216.90","2,332.90","2,370.62","2,406.40","2,524.17",,,
EPS(원),692,"1,077",592,305,852,577,848,977
PER(배),40.27,17.97,27.47,67.45,18.08,20.81,14.15,12.29
BPS(원),"10,358","11,298","11,517","12,054","12,942","12,815","13,205","14,076"
PBR(배),2.69,1.71,1.41,1.70,1.19,0.94,0.91,0.85
현금DPS(원),183,284,156,157,460,492,492,380
현금배당수익률,0.66,1.47,0.96,0.76,2.99,4.10,4.10,3.17
현금배당성향(%),26.05,25.96,25.96,50.14,52.23,85.40,58.07,38.90
발행주식수(보통주),"58,305,400","58,305,400","58,305,400","58,305,400","58,305,400",,,
