주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,142,91,862,783,"1,793"
영업이익,-8,-61,29,-135,-132
영업이익(발표기준),-8,-61,29,-135,-132
세전계속사업이익,-189,-96,57,-179,-129
당기순이익,-188,-96,57,-179,-140
  당기순이익(지배),-170,-95,58,-179,-150
  당기순이익(비지배),-19,-1,-1,0,10
자산총계,683,574,"1,143",946,"1,989"
부채총계,226,183,387,350,892
자본총계,458,391,756,596,"1,096"
  자본총계(지배),456,392,755,595,755
  자본총계(비지배),1,,0,0,342
자본금,170,176,272,288,412
영업활동현금흐름,-75,-57,173,90,10
투자활동현금흐름,-106,72,-363,-126,-51
재무활동현금흐름,221,-27,244,-28,192
CAPEX,13,15,328,173,143
FCF,-88,-72,-154,-83,-133
이자발생부채,189,137,247,171,451
영업이익률,-5.72,-67.59,3.33,-17.23,-7.35
순이익률,-132.17,-105.85,6.62,-22.83,-7.82
ROE(%),-42.35,-22.45,10.08,-26.49,-22.23
ROA(%),-27.22,-15.24,6.65,-17.12,-9.55
부채비율,49.26,46.79,51.24,58.76,81.36
자본유보율,119.17,72.49,152.95,116.52,76.28
EPS(원),"-1,226",-551,230,-634,-367
PER(배),N/A,N/A,16.89,N/A,N/A
BPS(원),"2,691","2,224","2,778","2,068","1,831"
PBR(배),1.41,2.26,1.40,0.99,1.27
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"16,969,783","17,614,448","27,194,147","28,800,194","41,232,626"
