주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,116,60,27,9,4
영업이익,-3,-84,-91,-47,-9
영업이익(발표기준),-3,-84,-91,-47,-9
세전계속사업이익,-205,-160,-271,-88,-266
당기순이익,-233,-158,-253,-88,-266
  당기순이익(지배),-228,-159,-245,-86,-266
  당기순이익(비지배),-4,1,-8,-2,0
자산총계,311,792,374,306,52
부채총계,178,435,26,38,27
자본총계,133,357,348,267,25
  자본총계(지배),133,358,351,272,30
  자본총계(비지배),,,-3,-5,-5
자본금,67,139,229,229,27
영업활동현금흐름,-29,-86,-46,-48,-16
투자활동현금흐름,-116,-301,-20,42,7
재무활동현금흐름,155,434,-14,4,22
CAPEX,0,1,8,-7,
FCF,-30,-87,-54,-41,-16
이자발생부채,132,192,9,12,8
영업이익률,-2.63,-140.27,-343.64,-529.97,-222.08
순이익률,-199.67,-262.71,-951.83,-988.15,"-6,891.26"
ROE(%),-159.19,-64.65,-69.15,-27.65,-176.15
ROA(%),-68.77,-28.67,-43.48,-25.83,-149.30
부채비율,134.58,121.88,7.51,14.25,106.63
자본유보율,92.86,157.54,52.57,16.80,-1.87
EPS(원),"-73,383","-23,565","-23,241","-5,643","-10,201"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"29,494","38,761","22,992","17,825",564
PBR(배),4.60,1.25,1.62,0.50,15.68
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"449,697","923,589","1,526,716","1,526,716","5,331,891"
