주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,820,725,894,627,713
영업이익,11,9,21,3,22
영업이익(발표기준),11,9,21,3,22
세전계속사업이익,6,-15,12,-21,18
당기순이익,2,-18,7,-14,14
  당기순이익(지배),2,-18,7,-14,14
  당기순이익(비지배),,,,,
자산총계,502,476,480,408,448
부채총계,343,332,322,264,289
자본총계,159,145,159,144,159
  자본총계(지배),159,145,159,144,159
  자본총계(비지배),,,,,
자본금,20,20,20,20,20
영업활동현금흐름,-17,10,55,-9,-34
투자활동현금흐름,-11,-16,-10,-5,-2
재무활동현금흐름,24,-5,-3,-21,30
CAPEX,17,16,12,6,5
FCF,-34,-7,43,-15,-39
이자발생부채,243,238,236,200,215
영업이익률,1.36,1.18,2.35,0.52,3.14
순이익률,0.29,-2.47,0.81,-2.18,2.00
ROE(%),1.47,-11.79,4.79,-9.05,9.42
ROA(%),0.48,-3.67,1.52,-3.08,3.34
부채비율,215.03,229.06,202.99,182.89,181.54
자본유보율,690.53,616.34,692.69,621.52,695.67
EPS(원),59,-448,182,-342,357
PER(배),94.85,N/A,43.57,N/A,34.14
BPS(원),"3,985","3,619","3,963","3,608","3,978"
PBR(배),1.41,1.31,2.00,2.36,3.07
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000"
