주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,162,165,197,249,341
영업이익,11,17,29,37,58
영업이익(발표기준),11,17,29,37,58
세전계속사업이익,13,18,31,39,50
당기순이익,12,15,27,34,40
  당기순이익(지배),12,15,27,34,40
  당기순이익(비지배),,,,,
자산총계,107,148,179,416,475
부채총계,37,63,69,168,217
자본총계,70,85,111,248,257
  자본총계(지배),70,85,111,248,257
  자본총계(비지배),,,,,
자본금,17,17,17,22,33
영업활동현금흐름,18,15,48,35,73
투자활동현금흐름,-12,0,-61,-226,-14
재무활동현금흐름,-11,3,-1,198,-34
CAPEX,1,4,4,12,115
FCF,17,11,44,23,-41
이자발생부채,6,8,9,102,113
영업이익률,6.52,10.36,14.77,14.81,17.06
순이익률,7.17,9.09,13.52,13.57,11.87
ROE(%),17.88,19.45,27.29,18.82,16.00
ROA(%),11.62,11.80,16.29,11.34,9.08
부채비율,52.94,74.74,61.96,67.83,84.47
자본유보율,311.88,392.65,544.47,"1,142.08",844.44
EPS(원),231,300,531,531,615
PER(배),,13.05,18.54,22.43,34.48
BPS(원),"1,395","1,688","2,204","3,895","4,172"
PBR(배),0.00,2.32,4.47,3.06,5.08
현금DPS(원),34,17,34,102,150
현금배당수익률,,0.43,0.34,0.85,0.71
현금배당성향(%),14.65,5.65,6.38,18.87,22.89
발행주식수(보통주),"5,020,190","5,020,190","5,020,190","6,575,874","6,575,874"
