주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,396","2,591","2,889","2,860","3,010"
영업이익,155,208,190,263,395
영업이익(발표기준),155,208,190,263,395
세전계속사업이익,145,207,156,220,306
당기순이익,113,168,129,234,233
  당기순이익(지배),113,170,139,238,234
  당기순이익(비지배),,-2,-10,-4,-1
자산총계,"1,048","1,274","1,399","1,168","1,229"
부채총계,478,549,589,386,415
자본총계,569,725,810,781,814
  자본총계(지배),569,720,816,790,814
  자본총계(비지배),,,-5,-9,
자본금,94,94,95,102,102
영업활동현금흐름,-64,166,249,289,269
투자활동현금흐름,-151,-137,-61,-192,366
재무활동현금흐름,127,-28,-114,-464,-237
CAPEX,54,97,39,16,30
FCF,-118,69,211,273,238
이자발생부채,237,280,226,36,51
영업이익률,6.45,8.04,6.57,9.18,13.11
순이익률,4.70,6.49,4.47,8.18,7.74
ROE(%),22.49,26.30,18.15,29.60,29.18
ROA(%),12.53,14.48,9.67,18.22,19.44
부채비율,84.04,75.68,72.73,49.46,50.94
자본유보율,501.28,654.92,760.23,"1,016.39","1,247.75"
EPS(원),121,181,148,239,230
PER(배),18.10,11.68,18.87,15.81,23.04
BPS(원),606,767,861,881,960
PBR(배),3.61,2.75,3.23,4.29,5.52
현금DPS(원),28,30,50,30,
현금배당수익률,1.28,1.42,1.80,0.79,
현금배당성향(%),23.36,16.61,33.96,12.85,
발행주식수(보통주),"93,897,786","93,897,786","94,689,760","101,817,531","101,817,531"
