주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"7,585","9,246","7,476","8,102","10,120","10,974","12,008","13,008"
영업이익,547,604,822,980,"1,066","1,118","1,304","1,430"
영업이익(발표기준),547,604,822,980,"1,066",,,
세전계속사업이익,460,512,839,916,867,"1,062","1,262","1,370"
당기순이익,30,399,600,530,621,793,950,"1,044"
  당기순이익(지배),-4,352,500,424,481,612,740,822
  당기순이익(비지배),34,46,100,105,140,,,
자산총계,"9,262","9,323","12,780","14,005","14,301","14,816","15,879","16,833"
부채총계,"6,165","5,940","8,973","9,483","9,169","8,861","9,050","8,916"
자본총계,"3,097","3,383","3,807","4,522","5,132","5,955","6,828","7,917"
  자본총계(지배),"1,869","2,133","2,494","3,078","3,585","4,246","4,927","5,787"
  자본총계(비지배),"1,228",,"1,313","1,443","1,546",,,
자본금,139,140,140,140,140,"1,001","1,001","1,288"
영업활동현금흐름,"1,748",413,"2,257","1,269","1,349","1,367","1,516","1,573"
투자활동현금흐름,-692,-137,-610,"-1,760",-273,-431,-387,-520
재무활동현금흐름,-270,-145,-760,1,-410,-767,-320,-420
CAPEX,67,91,182,92,86,538,443,416
FCF,"1,680",321,"2,076","1,177","1,263","1,134","1,310","1,293"
이자발생부채,"2,130","2,060","3,821","3,831","3,546",,,
영업이익률,7.21,6.54,11.00,12.10,10.54,10.19,10.86,10.99
순이익률,0.40,4.31,8.03,6.54,6.14,7.22,7.91,8.03
ROE(%),-0.21,17.61,21.61,15.23,14.45,15.63,16.14,15.35
ROA(%),0.36,4.29,5.43,3.96,4.39,5.45,6.19,6.39
부채비율,199.07,175.57,235.68,209.74,178.68,148.80,132.54,112.62
자본유보율,"1,303.32","1,498.42","1,815.55","2,039.58","2,323.50",,,
EPS(원),-14,"1,263","1,792","1,521","1,725","2,193","2,653","2,946"
PER(배),N/A,12.19,9.49,13.25,11.02,7.20,5.96,5.36
BPS(원),"6,774","7,721","9,369","11,565","13,469","15,952","18,511","21,739"
PBR(배),2.78,1.99,1.81,1.74,1.41,0.99,0.85,0.73
현금DPS(원),250,300,330,350,400,410,428,480
현금배당수익률,1.33,1.95,1.94,1.74,2.11,2.59,2.71,3.04
현금배당성향(%),"-1,821.72",23.51,17.57,21.95,22.12,18.69,16.11,16.30
발행주식수(보통주),"27,883,006","27,904,434","27,904,434","27,904,434","27,904,434",,,
