주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,94,75,58,58,56
영업이익,-108,-109,-82,-19,-74
영업이익(발표기준),-108,-109,-82,-19,-74
세전계속사업이익,-105,-112,-92,-20,-56
당기순이익,-123,-112,-92,-20,-54
  당기순이익(지배),-123,-112,-92,-20,-54
  당기순이익(비지배),,,,,
자산총계,250,211,303,233,561
부채총계,115,90,101,49,105
자본총계,135,121,202,184,456
  자본총계(지배),135,121,202,184,456
  자본총계(비지배),,,,,
자본금,125,132,207,207,229
영업활동현금흐름,-15,-133,-97,-25,-57
투자활동현금흐름,59,-19,122,0,-9
재무활동현금흐름,0,111,162,-3,342
CAPEX,33,2,0,3,4
FCF,-49,-135,-97,-28,-62
이자발생부채,0,0,51,20,64
영업이익률,-114.83,-145.25,-140.94,-31.72,-130.97
순이익률,-130.38,-150.11,-156.90,-34.58,-96.89
ROE(%),,-87.73,-56.74,-10.46,-17.01
ROA(%),,-48.66,-35.65,-7.53,-13.70
부채비율,85.20,74.83,49.78,26.83,23.09
자본유보율,-22.55,-26.43,-15.13,-24.89,84.07
EPS(원),-492,-425,-327,-49,-131
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),540,456,489,445,997
PBR(배),11.84,3.86,2.65,3.71,6.23
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"24,939,426","26,485,481","41,332,645","41,332,645","45,754,696"
