주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,335,339,344,393,428
영업이익,6,-38,-43,5,-18
영업이익(발표기준),6,-38,-43,5,-18
세전계속사업이익,-169,-294,-259,4,-23
당기순이익,-169,-294,-259,4,-23
  당기순이익(지배),-169,-294,-259,4,-23
  당기순이익(비지배),,,,,
자산총계,756,733,471,489,613
부채총계,49,33,31,41,184
자본총계,707,700,440,448,429
  자본총계(지배),707,700,440,448,429
  자본총계(비지배),,,,,
자본금,145,167,167,167,167
영업활동현금흐름,-15,-152,-51,-15,-87
투자활동현금흐름,-44,-94,36,22,-59
재무활동현금흐름,37,264,4,-1,147
CAPEX,5,21,3,7,6
FCF,-20,-173,-54,-22,-93
이자발생부채,30,0,5,6,55
영업이익률,1.66,-11.34,-12.55,1.32,-4.25
순이익률,-50.43,-86.81,-75.37,1.06,-5.47
ROE(%),-23.49,-41.81,-45.47,0.94,-5.34
ROA(%),-21.96,-39.52,-43.03,0.87,-4.25
부채비율,6.88,4.73,7.15,9.12,42.90
자본유보율,388.21,321.39,164.23,168.51,156.82
EPS(원),-583,-898,-777,12,-70
PER(배),N/A,N/A,N/A,502.16,N/A
BPS(원),"2,327","2,099","1,318","1,341","1,283"
PBR(배),4.09,3.07,3.60,4.68,5.78
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"30,372,951","33,357,253","33,357,253","33,403,061","33,448,869"
