주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,570","1,730","1,898","2,037","2,329","2,665","2,956","3,300"
영업이익,228,274,302,305,348,344,480,550
영업이익(발표기준),228,274,302,305,348,,,
세전계속사업이익,195,264,296,349,307,406,503,590
당기순이익,151,224,233,273,252,330,400,470
  당기순이익(지배),157,226,234,268,255,326,402,470
  당기순이익(비지배),-6,-2,-2,5,-3,,,
자산총계,"2,341","2,520","2,700","3,070","4,292","4,620","5,070","5,550"
부채총계,689,688,690,839,"1,444","1,490","1,570","1,630"
자본총계,"1,652","1,833","2,011","2,231","2,847","3,130","3,500","3,920"
  자본총계(지배),"1,628","1,809","1,986","2,195","2,683","2,970","3,340","3,760"
  자본총계(비지배),24,,25,36,164,,,
자본금,69,69,69,69,69,70,70,70
영업활동현금흐름,224,195,380,346,172,300,360,490
투자활동현금흐름,-279,-126,-194,-462,-596,-330,-150,-140
재무활동현금흐름,82,-82,-110,96,583,-40,-40,-40
CAPEX,237,88,69,76,476,300,100,100
FCF,-13,107,310,270,-304,0,260,390
이자발생부채,427,386,365,502,"1,009",,,
영업이익률,14.50,15.84,15.89,14.95,14.95,12.91,16.24,16.67
순이익률,9.65,12.96,12.25,13.40,10.80,12.38,13.53,14.24
ROE(%),10.07,13.16,12.35,12.84,10.43,11.53,12.74,13.24
ROA(%),6.74,9.22,8.91,9.46,6.83,7.41,8.26,8.85
부채비율,41.73,37.53,34.29,37.60,50.73,47.60,44.86,41.58
자본유보율,"2,288.61","2,602.88","2,912.56","3,245.05","3,563.02",,,
EPS(원),"1,146","1,647","1,705","1,954","1,853","2,371","2,923","3,417"
PER(배),22.08,13.66,15.07,15.36,16.33,13.05,10.59,9.06
BPS(원),"11,854","13,308","14,605","16,145","19,737","21,629","24,324","27,382"
PBR(배),2.13,1.69,1.76,1.86,1.53,1.43,1.27,1.13
현금DPS(원),100,150,200,250,300,300,300,300
현금배당수익률,0.40,0.67,0.78,0.83,0.99,0.97,0.97,0.97
현금배당성향(%),8.73,9.02,11.61,12.66,16.02,12.66,10.26,8.78
발행주식수(보통주),"13,734,238","13,737,238","13,737,238","13,737,238","13,737,238",,,
