주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,654","6,122","6,578","5,799","7,016","8,565","9,788","10,919"
영업이익,109,477,404,65,675,916,"1,133","1,286"
영업이익(발표기준),109,477,404,65,675,,,
세전계속사업이익,244,460,110,-406,"1,731",970,"1,197","1,409"
당기순이익,-47,234,-162,-803,"1,332",648,809,967
  당기순이익(지배),43,306,-91,-702,"1,335",609,758,881
  당기순이익(비지배),-90,-72,-71,-102,-3,,,
자산총계,"7,975","10,025","11,156","10,689","13,149","14,477","15,845","17,148"
부채총계,"3,619","4,263","4,829","4,527","5,265","6,075","6,679","7,004"
자본총계,"4,356","5,761","6,328","6,161","7,884","8,403","9,165","10,144"
  자본총계(지배),"3,443","4,242","4,442","4,318","6,162","6,576","7,296","8,232"
  자본총계(비지배),914,,"1,886","1,843","1,722",,,
자본금,109,115,117,117,119,119,119,119
영업활동현금흐름,775,"1,200",919,454,"1,226","1,338","1,392","1,365"
투자활동현금흐름,"-1,106","-1,270",-529,-425,-826,-716,-674,-620
재무활동현금흐름,639,460,59,162,-68,113,67,108
CAPEX,105,104,134,81,222,144,160,182
FCF,669,"1,096",785,373,"1,004","1,163","1,182","1,097"
이자발생부채,586,539,919,563,"1,147",,,
영업이익률,2.99,7.80,6.14,1.12,9.62,10.69,11.57,11.78
순이익률,-1.29,3.82,-2.46,-13.86,18.99,7.57,8.27,8.86
ROE(%),1.29,7.96,-2.10,-16.02,25.48,9.56,10.94,11.35
ROA(%),-0.71,2.60,-1.53,-7.36,11.18,4.69,5.34,5.86
부채비율,83.07,74.00,76.31,73.48,66.78,72.30,72.87,69.05
자본유보율,"2,800.17","3,416.02","3,495.49","3,459.88","5,031.75",,,
EPS(원),199,"1,361",-390,"-2,992","5,667","2,562","3,190","3,706"
PER(배),174.42,38.44,N/A,N/A,13.09,23.58,18.93,16.30
BPS(원),"15,966","18,450","18,970","18,686","26,333","27,844","30,895","34,854"
PBR(배),2.17,2.83,2.03,1.59,2.82,2.17,1.96,1.73
현금DPS(원),0,0,0,0,200,169,172,200
현금배당수익률,0.00,0.00,0.00,0.00,0.27,0.28,0.29,0.33
현금배당성향(%),0.00,0.00,0.00,0.00,3.50,6.61,5.40,5.40
발행주식수(보통주),"21,755,663","23,027,151","23,447,001","23,452,501","23,745,901",,,
