주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,871,"1,048","1,182","1,075","1,103"
영업이익,41,13,61,-5,12
영업이익(발표기준),41,13,61,-5,12
세전계속사업이익,69,-1,42,3,-9
당기순이익,56,-6,32,1,-7
  당기순이익(지배),56,-6,32,1,-7
  당기순이익(비지배),,,,,
자산총계,848,941,974,982,938
부채총계,361,372,379,392,361
자본총계,487,568,595,590,576
  자본총계(지배),487,568,595,590,576
  자본총계(비지배),,,,,
자본금,23,31,31,31,31
영업활동현금흐름,83,-158,-55,132,53
투자활동현금흐름,-74,48,34,-92,-35
재무활동현금흐름,-27,87,10,2,-25
CAPEX,4,10,6,5,78
FCF,80,-169,-61,127,-25
이자발생부채,247,251,269,267,243
영업이익률,4.74,1.22,5.19,-0.45,1.13
순이익률,6.43,-0.52,2.75,0.12,-0.66
ROE(%),12.02,-1.04,5.58,0.22,-1.24
ROA(%),6.69,-0.62,3.39,0.13,-0.76
부채비율,74.07,65.51,63.78,66.54,62.72
자본유보율,"2,029.00","1,747.85","1,833.36","1,817.52","1,773.94"
EPS(원),245,-20,106,4,-24
PER(배),,N/A,118.95,"3,162.09",N/A
BPS(원),"2,129","1,848","1,933","1,918","1,874"
PBR(배),0.00,10.85,6.49,6.86,8.59
현금DPS(원),60,20,20,20,20
현금배당수익률,,0.10,0.16,0.15,0.12
현금배당성향(%),24.51,-111.86,18.96,480.93,-84.80
발행주식수(보통주),"22,892,600","30,752,430","30,752,430","30,752,430","30,752,430"
