주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,,209,201,190,286
영업이익,,-30,-49,-103,-77
영업이익(발표기준),,-30,-49,-103,-77
세전계속사업이익,,-26,-231,-216,-71
당기순이익,,-26,-231,-216,-71
  당기순이익(지배),,-26,-231,-216,-71
  당기순이익(비지배),,,,,
자산총계,,211,283,506,454
부채총계,,246,472,134,141
자본총계,,-34,-189,372,313
  자본총계(지배),,-34,-189,372,313
  자본총계(비지배),,,,,
자본금,,12,14,21,21
영업활동현금흐름,,35,-17,-46,-51
투자활동현금흐름,,-7,-95,-18,-25
재무활동현금흐름,,-14,65,330,-22
CAPEX,,2,14,5,8
FCF,,34,-31,-51,-59
이자발생부채,,179,226,78,72
영업이익률,,-14.56,-24.18,-54.05,-27.05
순이익률,,-12.36,-114.84,-113.57,-24.70
ROE(%),,,206.58,-235.28,-20.61
ROA(%),,,-93.37,-54.73,-14.72
부채비율,,-714.76,-249.65,35.88,45.08
자본유보율,,-408.56,"-1,437.05","1,679.93","1,375.27"
EPS(원),,-249,"-2,148","-1,413",-371
PER(배),,,,N/A,N/A
BPS(원),,-331,"-1,517","1,968","1,634"
PBR(배),,0.00,0.00,9.20,5.44
현금DPS(원),0,0,0,0,
현금배당수익률,,,,0.00,
현금배당성향(%),,,0.00,0.00,
발행주식수(보통주),"10,386,000","10,386,000","12,451,261","18,926,523","19,133,553"
