주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,357,338,437,807,"1,258"
영업이익,22,-12,-26,103,3
영업이익(발표기준),22,-12,-26,103,3
세전계속사업이익,18,-61,-154,-228,4
당기순이익,17,-61,-138,-253,54
  당기순이익(지배),17,-39,-135,-246,90
  당기순이익(비지배),,-22,-3,-7,-36
자산총계,"1,059","1,124","4,640","7,149","10,827"
부채총계,331,417,"3,899","6,454","9,669"
자본총계,728,707,740,695,"1,159"
  자본총계(지배),728,683,554,694,850
  자본총계(비지배),,,186,1,308
자본금,416,416,428,691,691
영업활동현금흐름,23,-13,756,-374,693
투자활동현금흐름,-68,-13,-186,2,0
재무활동현금흐름,-13,49,273,-629,383
CAPEX,27,5,11,206,3
FCF,-4,-18,745,-580,690
이자발생부채,286,360,689,71,97
영업이익률,6.29,-3.59,-5.99,12.79,0.22
순이익률,4.86,-18.13,-31.50,-31.35,4.27
ROE(%),2.40,-5.54,-21.76,-39.39,11.62
ROA(%),1.65,-5.61,-4.78,-4.29,0.60
부채비율,45.42,58.92,526.64,928.65,834.56
자본유보율,76.88,69.24,33.39,2.88,24.06
EPS(원),209,-470,"-1,610","-2,287",661
PER(배),49.33,N/A,N/A,N/A,7.50
BPS(원),"8,748","8,468","6,872","5,181","6,347"
PBR(배),1.18,0.79,1.24,1.08,0.78
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"8,324,305","8,324,305","8,308,826","13,564,086","13,564,086"
