주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,265,237,260,353,373
영업이익,-51,19,38,50,64
영업이익(발표기준),-51,19,38,50,64
세전계속사업이익,-67,-14,45,55,68
당기순이익,-49,-8,36,43,60
  당기순이익(지배),-43,-4,37,43,57
  당기순이익(비지배),-6,-3,0,0,3
자산총계,732,704,669,760,817
부채총계,248,184,107,118,118
자본총계,484,520,562,642,699
  자본총계(지배),457,500,544,625,679
  자본총계(비지배),27,,18,17,20
자본금,61,65,65,71,71
영업활동현금흐름,48,64,58,108,112
투자활동현금흐름,-82,-139,14,33,-28
재무활동현금흐름,-31,-6,-84,44,-60
CAPEX,10,11,5,62,12
FCF,38,53,53,46,100
이자발생부채,195,144,60,60,12
영업이익률,-19.13,8.08,14.55,14.02,17.24
순이익률,-18.61,-3.27,14.02,12.13,16.18
ROE(%),-8.82,-0.93,7.00,7.41,8.82
ROA(%),-6.54,-1.08,5.31,6.00,7.65
부채비율,51.18,35.27,19.07,18.30,16.92
자본유보율,646.57,673.91,741.03,805.84,887.18
EPS(원),-70,-7,56,66,81
PER(배),N/A,N/A,19.83,23.43,30.18
BPS(원),744,773,841,896,974
PBR(배),2.06,1.33,1.33,1.72,2.52
현금DPS(원),10,0,0,0,15
현금배당수익률,0.65,0.00,0.00,0.00,0.61
현금배당성향(%),-14.28,0.00,0.00,0.00,18.20
발행주식수(보통주),"61,476,373","64,671,257","64,671,257","70,671,257","70,671,257"
