주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,151,134,133,101,110
영업이익,-19,-15,5,-5,5
영업이익(발표기준),-19,-15,5,-5,5
세전계속사업이익,53,-28,13,-8,11
당기순이익,54,-49,13,-8,11
  당기순이익(지배),54,-49,13,-8,11
  당기순이익(비지배),,,,,
자산총계,301,243,253,246,256
부채총계,28,24,20,22,21
자본총계,273,220,233,223,235
  자본총계(지배),273,220,233,223,235
  자본총계(비지배),,,,,
자본금,37,37,37,37,37
영업활동현금흐름,15,-14,5,6,4
투자활동현금흐름,-70,5,0,96,-58
재무활동현금흐름,66,,-3,-3,-3
CAPEX,2,2,0,1,1
FCF,13,-16,5,5,4
이자발생부채,0,0,2,2,5
영업이익률,-12.40,-11.10,3.65,-5.36,4.17
순이익률,35.73,-36.65,9.70,-8.30,10.22
ROE(%),26.07,-19.99,5.68,-3.68,4.91
ROA(%),22.51,-18.09,5.18,-3.37,4.48
부채비율,10.27,10.82,8.45,10.06,8.98
자본유보율,639.39,497.44,529.99,508.71,539.71
EPS(원),755,-668,175,-114,153
PER(배),7.81,N/A,37.40,N/A,27.75
BPS(원),"3,703","2,980","3,165","3,033","3,193"
PBR(배),1.59,1.55,2.06,1.59,1.33
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"7,366,074","7,366,074","7,366,074","7,366,074","7,366,074"
