주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,422,444,458,486,549
영업이익,-34,-66,-81,-24,-52
영업이익(발표기준),-34,-66,-81,-24,-52
세전계속사업이익,-24,-37,-80,3,6
당기순이익,-10,-20,-141,-19,-10
  당기순이익(지배),-10,-20,-141,-19,-7
  당기순이익(비지배),0,0,0,0,-3
자산총계,"1,446","1,758","2,137","2,198","2,541"
부채총계,402,489,"1,018","1,029",919
자본총계,"1,044","1,268","1,120","1,169","1,622"
  자본총계(지배),"1,044","1,268","1,116","1,165","1,595"
  자본총계(비지배),0,,4,4,27
자본금,39,39,78,78,81
영업활동현금흐름,-69,69,75,18,41
투자활동현금흐름,32,-121,-363,-32,-82
재무활동현금흐름,27,24,343,-11,57
CAPEX,8,13,42,78,102
FCF,-77,56,34,-61,-61
이자발생부채,156,156,356,415,298
영업이익률,-8.05,-14.85,-17.60,-4.96,-9.50
순이익률,-2.25,-4.52,-30.83,-3.90,-1.76
ROE(%),-0.93,-1.74,-11.85,-1.66,-0.50
ROA(%),-0.68,-1.25,-7.25,-0.87,-0.41
부채비율,38.50,38.60,90.89,88.01,56.66
자본유보율,"2,590.05","2,556.76","1,045.49","1,044.35","1,349.41"
EPS(원),-61,-129,-904,-121,-42
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"6,748","8,182","7,200","7,520","9,878"
PBR(배),8.74,4.51,4.86,4.60,2.17
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"15,597,993","15,617,842","15,617,842","15,617,842","16,264,194"
