주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,849","2,155","2,539","2,892","2,693"
영업이익,106,209,294,578,194
영업이익(발표기준),106,209,294,578,194
세전계속사업이익,-46,451,451,"1,090","1,265"
당기순이익,-68,436,409,950,"1,037"
  당기순이익(지배),-51,197,208,517,650
  당기순이익(비지배),-17,238,201,432,386
자산총계,"5,248","5,906","6,221","7,348","8,841"
부채총계,516,743,729,962,"1,343"
자본총계,"4,732","5,163","5,493","6,386","7,498"
  자본총계(지배),"2,901","3,087","3,238","3,657","4,284"
  자본총계(비지배),"1,853",,"2,255","2,728","3,214"
자본금,47,47,47,47,47
영업활동현금흐름,107,406,326,712,289
투자활동현금흐름,-38,-104,-306,818,-501
재무활동현금흐름,-2,-26,-126,-145,-315
CAPEX,30,353,17,43,12
FCF,76,53,309,669,277
이자발생부채,9,5,49,24,208
영업이익률,5.75,9.70,11.58,19.97,7.20
순이익률,-3.68,20.21,16.09,32.83,38.50
ROE(%),-1.78,6.59,6.57,15.01,16.38
ROA(%),-1.29,7.81,6.74,14.00,12.81
부채비율,10.90,14.39,13.27,15.07,17.91
자본유보율,"7,538.73","8,137.37","8,570.65","9,634.10","11,035.84"
EPS(원),-581,"2,230","2,345","5,841","7,343"
PER(배),N/A,5.09,6.01,2.81,13.11
BPS(원),"33,380","36,346","39,756","49,457","59,327"
PBR(배),0.40,0.31,0.35,0.33,1.62
현금DPS(원),0,0,123,0,692
현금배당수익률,0.00,0.00,0.87,0.00,0.72
현금배당성향(%),0.00,0.00,4.82,0.00,7.68
발행주식수(보통주),"8,856,866","8,856,866","8,856,866","8,856,866",
