주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,232,225,214,229,240
영업이익,-61,-123,-59,5,-62
영업이익(발표기준),-61,-123,-59,5,-62
세전계속사업이익,-85,-154,-188,16,-42
당기순이익,-85,-154,-188,16,-42
  당기순이익(지배),-85,-154,-188,16,-41
  당기순이익(비지배),0,0,0,0,-1
자산총계,647,751,565,572,566
부채총계,177,232,233,224,240
자본총계,470,519,332,348,326
  자본총계(지배),465,514,327,343,322
  자본총계(비지배),5,,5,5,4
자본금,599,809,809,289,304
영업활동현금흐름,-83,-76,-67,-41,-54
투자활동현금흐름,-127,-119,7,39,63
재무활동현금흐름,233,242,0,-2,18
CAPEX,75,68,15,14,8
FCF,-158,-144,-83,-55,-63
이자발생부채,129,166,167,176,180
영업이익률,-26.11,-54.73,-27.71,2.28,-25.74
순이익률,-36.71,-68.14,-87.62,7.16,-17.45
ROE(%),-21.69,-31.36,-44.62,4.91,-12.24
ROA(%),-14.96,-21.97,-28.56,2.88,-7.34
부채비율,37.70,44.71,70.19,64.44,73.67
자본유보율,-22.30,-36.44,-59.58,18.78,6.07
EPS(원),-193,-305,-325,29,-68
PER(배),N/A,N/A,N/A,13.75,N/A
BPS(원),"1,026",890,566,594,531
PBR(배),1.67,1.15,0.95,0.66,1.96
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"45,334,628","57,759,208","57,759,208","57,759,208","60,759,208"
