주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,545,653,672,595,667
영업이익,24,7,16,9,22
영업이익(발표기준),24,7,16,9,22
세전계속사업이익,28,6,23,-2,25
당기순이익,23,4,22,1,24
  당기순이익(지배),23,4,22,1,24
  당기순이익(비지배),,,,,0
자산총계,607,797,802,852,"1,097"
부채총계,139,399,373,411,355
자본총계,468,398,429,441,742
  자본총계(지배),468,398,429,441,674
  자본총계(비지배),,,,,67
자본금,55,55,55,55,73
영업활동현금흐름,49,9,32,3,4
투자활동현금흐름,-14,-257,-25,-28,-158
재무활동현금흐름,94,73,-32,24,159
CAPEX,14,31,47,28,69
FCF,35,-22,-15,-25,-65
이자발생부채,23,255,238,262,226
영업이익률,4.32,1.03,2.42,1.43,3.30
순이익률,4.22,0.68,3.34,0.09,3.57
ROE(%),5.95,1.03,5.42,0.12,4.32
ROA(%),4.25,0.64,2.80,0.06,2.44
부채비율,29.70,100.25,87.04,93.06,47.93
자본유보율,714.06,593.07,637.96,636.65,763.29
EPS(원),211,37,186,4,190
PER(배),15.31,61.96,15.63,"1,825.24",37.69
BPS(원),"3,873","3,294","3,549","3,653","4,636"
PBR(배),0.84,0.69,0.82,2.15,1.54
현금DPS(원),82,0,0,0,
현금배당수익률,2.53,0.00,0.00,0.00,
현금배당성향(%),43.08,0.00,0.00,0.00,
발행주식수(보통주),"12,086,140","12,086,140","12,086,140","12,086,140","14,545,052"
