주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,565,650,621,126,49
영업이익,149,129,71,-120,-187
영업이익(발표기준),149,129,71,-120,-187
세전계속사업이익,179,104,302,-27,-178
당기순이익,124,102,229,-21,-144
  당기순이익(지배),124,102,229,-21,-144
  당기순이익(비지배),,,,,
자산총계,"1,446","1,535","1,456",993,968
부채총계,710,703,489,49,65
자본총계,735,832,967,944,902
  자본총계(지배),735,832,967,944,902
  자본총계(비지배),,,,,
자본금,70,70,70,70,70
영업활동현금흐름,182,87,109,-315,-163
투자활동현금흐름,-108,-263,802,-189,74
재무활동현금흐름,49,-28,-353,-30,-4
CAPEX,5,1,1,2,
FCF,177,87,108,-317,-163
이자발생부채,275,275,10,11,5
영업이익률,26.33,19.77,11.50,-95.04,-384.88
순이익률,21.93,15.75,36.88,-16.62,-296.44
ROE(%),18.13,13.06,25.44,-2.20,-15.60
ROA(%),8.54,6.87,15.30,-1.72,-14.69
부채비율,96.61,84.48,50.61,5.15,7.25
자본유보율,977.77,"1,083.06","1,371.51","1,313.21","1,118.55"
EPS(원),885,731,"1,635",-150,"-1,029"
PER(배),12.37,10.78,4.10,N/A,N/A
BPS(원),"5,348","6,053","7,326","7,154","6,832"
PBR(배),2.05,1.30,0.91,1.34,1.93
현금DPS(원),200,170,170,,
현금배당수익률,1.83,2.16,2.54,,
현금배당성향(%),22.19,22.84,9.80,0.00,
발행주식수(보통주),"14,000,000","14,000,000","14,000,000","14,000,000","14,000,000"
