주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,910,"1,056","1,078","1,323",923
영업이익,143,169,130,37,-22
영업이익(발표기준),143,169,130,37,-22
세전계속사업이익,71,183,154,12,29
당기순이익,71,137,146,21,29
  당기순이익(지배),71,137,146,21,29
  당기순이익(비지배),,,,,
자산총계,536,890,990,"1,014",989
부채총계,265,260,230,267,250
자본총계,271,630,760,747,738
  자본총계(지배),271,630,760,747,738
  자본총계(비지배),,,,,
자본금,19,25,50,50,50
영업활동현금흐름,234,178,229,15,132
투자활동현금흐름,-176,-172,-399,-94,66
재무활동현금흐름,,192,-30,-30,-61
CAPEX,184,77,140,109,94
FCF,50,102,90,-94,39
이자발생부채,50,22,12,3,3
영업이익률,15.66,15.97,12.09,2.77,-2.34
순이익률,7.78,12.96,13.53,1.56,3.11
ROE(%),43.00,30.38,21.00,2.74,3.87
ROA(%),16.66,19.19,15.52,2.06,2.87
부채비율,97.90,41.27,30.26,35.79,33.92
자본유보율,"1,372.21","2,505.41","1,466.95","1,462.08","1,477.33"
EPS(원),"1,151","1,648","1,461",205,285
PER(배),,4.05,9.99,58.75,30.92
BPS(원),"3,654","6,461","7,695","7,533","7,786"
PBR(배),0.00,1.03,1.90,1.60,1.13
현금DPS(원),0,203,200,200,100
현금배당수익률,,3.04,1.37,1.66,1.13
현금배당성향(%),0.00,14.25,13.53,96.14,33.03
발행주식수(보통주),"7,414,633","9,908,466","10,030,011","10,065,011","10,065,011"
