주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,924,"1,407","1,771","2,013","2,400"
영업이익,96,208,269,420,747
영업이익(발표기준),96,208,269,420,747
세전계속사업이익,81,221,258,422,737
당기순이익,62,168,210,321,531
  당기순이익(지배),62,168,210,321,531
  당기순이익(비지배),,,,,
자산총계,"15,819","19,342","22,634","26,780","32,992"
부채총계,"13,810","16,785","19,803","23,712","28,950"
자본총계,"2,009","2,557","2,831","3,067","4,042"
  자본총계(지배),"2,009","2,557","2,831","3,067","4,042"
  자본총계(비지배),,,,,
자본금,841,841,"1,578","1,578","1,578"
영업활동현금흐름,-913,"-3,520","-2,491","-2,911","-5,258"
투자활동현금흐름,-431,35,102,-59,-15
재무활동현금흐름,"1,208","3,919","3,256","3,950","5,421"
CAPEX,4,5,10,18,14
FCF,,,,,
이자발생부채,"11,758","15,124","18,338","22,381","27,415"
영업이익률,10.34,14.81,15.18,20.89,31.13
순이익률,6.71,11.97,11.88,15.93,22.14
ROE(%),3.11,7.37,7.81,10.87,14.95
ROA(%),0.41,0.96,1.00,1.30,1.78
부채비율,687.28,656.48,699.51,773.09,716.18
자본유보율,141.26,206.37,80.65,95.62,157.28
EPS(원),33,89,104,102,168
PER(배),16.71,6.06,5.26,5.70,5.01
BPS(원),"1,088","1,384",907,983,"1,294"
PBR(배),0.51,0.39,0.60,0.59,0.65
현금DPS(원),12,18,25,25,35
현금배당수익률,2.11,3.30,4.59,4.32,4.15
현금배당성향(%),34.51,3.65,31.05,19.58,20.58
발행주식수(보통주),"188,294,576","188,294,576","315,609,576","315,609,576","315,609,576"
