주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,226,471,468,496,472
영업이익,19,160,82,65,40
영업이익(발표기준),19,160,82,65,40
세전계속사업이익,10,152,37,70,13
당기순이익,9,148,42,67,27
  당기순이익(지배),9,148,42,67,27
  당기순이익(비지배),,,,,
자산총계,689,"1,232","1,274","1,304","1,161"
부채총계,281,666,667,632,452
자본총계,408,566,607,672,709
  자본총계(지배),408,566,607,672,709
  자본총계(비지배),,,,,
자본금,88,88,88,88,92
영업활동현금흐름,71,290,161,206,139
투자활동현금흐름,-114,-437,-398,-121,8
재무활동현금흐름,160,320,53,-53,-137
CAPEX,228,492,396,121,5
FCF,-157,-203,-235,86,134
이자발생부채,239,540,601,564,419
영업이익률,8.60,33.92,17.44,13.19,8.51
순이익률,3.81,31.45,8.94,13.42,5.64
ROE(%),2.13,30.44,7.14,10.41,3.86
ROA(%),1.46,15.43,3.34,5.17,2.16
부채비율,68.78,117.76,109.84,93.94,63.72
자본유보율,365.06,544.41,591.78,666.21,699.84
EPS(원),49,844,239,379,151
PER(배),54.93,4.73,26.15,19.06,43.50
BPS(원),"2,325","3,222","3,459","3,831","3,930"
PBR(배),1.16,1.24,1.80,1.89,1.67
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"17,553,680","17,553,680","17,553,680","17,553,680","18,476,189"
