주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,559","2,241","2,471","2,343","2,208"
영업이익,54,46,30,10,-40
영업이익(발표기준),54,46,30,10,-40
세전계속사업이익,-38,-25,24,0,-22
당기순이익,-51,-54,3,-3,-37
  당기순이익(지배),-44,-42,-4,-8,-47
  당기순이익(비지배),-7,-12,7,5,10
자산총계,"1,426","1,254","1,431","1,623","1,788"
부채총계,762,646,818,925,"1,121"
자본총계,663,607,613,698,667
  자본총계(지배),566,522,521,591,540
  자본총계(비지배),97,,92,107,127
자본금,166,166,166,166,166
영업활동현금흐름,-42,58,-52,-56,-124
투자활동현금흐름,-55,-9,-8,-69,16
재무활동현금흐름,35,-45,22,155,104
CAPEX,24,16,14,12,13
FCF,-67,42,-67,-69,-138
이자발생부채,228,184,228,378,500
영업이익률,2.13,2.04,1.23,0.41,-1.82
순이익률,-2.01,-2.42,0.12,-0.11,-1.68
ROE(%),-7.49,-7.75,-0.70,-1.38,-8.26
ROA(%),-3.79,-4.05,0.22,-0.17,-2.17
부채비율,114.95,106.42,133.53,132.38,168.09
자본유보율,244.35,219.11,216.92,212.29,184.13
EPS(원),-133,-127,-11,-23,-141
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"1,706","1,574","1,570","1,782","1,628"
PBR(배),0.77,0.75,1.10,0.83,0.84
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"33,173,548","33,173,548","33,173,548","33,173,548","33,173,548"
