주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,260,252,259,305,383
영업이익,45,42,40,57,82
영업이익(발표기준),45,42,40,57,82
세전계속사업이익,41,-3,39,55,77
당기순이익,32,-9,32,48,64
  당기순이익(지배),32,-10,31,47,63
  당기순이익(비지배),0,0,0,1,1
자산총계,290,349,498,652,882
부채총계,155,107,190,304,380
자본총계,134,242,307,348,502
  자본총계(지배),133,241,306,345,498
  자본총계(비지배),1,,2,2,3
자본금,22,24,27,27,32
영업활동현금흐름,44,28,38,57,95
투자활동현금흐름,-44,-21,-63,-186,-219
재무활동현금흐름,7,-18,108,84,126
CAPEX,20,17,57,151,121
FCF,24,11,-19,-94,-27
이자발생부채,113,73,153,260,303
영업이익률,17.41,16.71,15.44,18.75,21.48
순이익률,12.42,-3.69,12.20,15.63,16.69
ROE(%),27.32,-5.09,11.45,14.38,15.00
ROA(%),12.21,-2.91,7.45,8.29,8.34
부채비율,115.61,44.26,61.89,87.37,75.80
자본유보율,530.36,878.68,"1,045.94","1,192.17","1,447.17"
EPS(원),144,-42,120,177,208
PER(배),,N/A,15.91,11.10,10.17
BPS(원),601,985,"1,156","1,303","1,556"
PBR(배),,1.61,1.66,1.50,1.36
현금DPS(원),16,20,30,50,80
현금배당수익률,0.72,1.26,1.57,2.55,3.77
현금배당성향(%),10.62,-51.37,25.36,28.29,40.52
발행주식수(보통주),"22,177,049","24,471,256","26,507,851","26,537,851","32,087,098"
