주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,270,257,344,393,614
영업이익,-18,-35,6,17,79
영업이익(발표기준),-18,-35,6,17,79
세전계속사업이익,-42,-49,7,14,85
당기순이익,-39,-45,8,11,76
  당기순이익(지배),-36,-44,9,11,75
  당기순이익(비지배),-3,-1,-1,0,1
자산총계,413,358,380,427,516
부채총계,44,39,47,82,97
자본총계,369,319,334,345,419
  자본총계(지배),367,319,331,344,417
  자본총계(비지배),2,,3,1,2
자본금,42,42,42,42,42
영업활동현금흐름,17,-18,2,24,90
투자활동현금흐름,-16,7,8,-33,-49
재무활동현금흐름,-2,0,-2,24,-26
CAPEX,7,14,3,8,66
FCF,10,-32,-1,16,24
이자발생부채,6,5,6,31,11
영업이익률,-6.61,-13.76,1.80,4.21,12.93
순이익률,-14.28,-17.51,2.41,2.85,12.34
ROE(%),-9.25,-12.82,2.77,3.32,19.78
ROA(%),-8.96,-11.67,2.25,2.77,16.05
부채비율,11.79,12.12,14.00,23.88,23.29
자본유보율,783.20,667.94,696.42,723.80,899.52
EPS(원),-430,-529,108,135,904
PER(배),N/A,N/A,44.81,45.82,15.59
BPS(원),"4,414","3,841","3,983","4,134","5,012"
PBR(배),1.07,0.62,1.22,1.49,2.81
현금DPS(원),0,0,0,25,30
현금배당수익률,0.00,0.00,0.00,0.41,0.21
현금배당성향(%),0.00,0.00,0.00,18.56,3.32
발행주식수(보통주),"8,312,766","8,312,766","8,312,766","8,312,766","8,312,766"
