주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,240,196,162,161,220
영업이익,-2,3,-29,-11,-21
영업이익(발표기준),-2,3,-29,-11,-21
세전계속사업이익,-24,-20,-32,-84,-37
당기순이익,-23,-20,-28,-84,-32
  당기순이익(지배),-22,-20,-25,-82,-30
  당기순이익(비지배),-1,0,-3,-2,-2
자산총계,510,476,505,502,977
부채총계,404,233,238,229,483
자본총계,106,244,267,272,494
  자본총계(지배),106,244,266,267,491
  자본총계(비지배),0,,1,5,2
자본금,36,52,55,63,74
영업활동현금흐름,1,-1,-7,0,-51
투자활동현금흐름,-57,-6,11,13,-275
재무활동현금흐름,54,16,36,61,259
CAPEX,49,13,6,7,18
FCF,-47,-13,-13,-7,-68
이자발생부채,335,209,197,186,390
영업이익률,-0.66,1.68,-18.18,-6.70,-9.66
순이익률,-9.69,-10.16,-17.02,-52.33,-14.59
ROE(%),,-11.44,-9.72,-30.74,-7.81
ROA(%),,-4.03,-5.62,-16.73,-4.34
부채비율,380.55,95.52,89.19,84.17,97.91
자본유보율,198.88,367.21,382.23,343.77,566.77
EPS(원),-73,-44,-45,-142,-42
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),299,467,479,428,665
PBR(배),2.68,3.75,2.49,5.03,2.94
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"35,627,368","52,181,840","55,395,980","62,553,504","73,897,734"
