주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,688,532,747,788,543
영업이익,14,-28,66,120,28
영업이익(발표기준),14,-28,66,120,28
세전계속사업이익,-2,-38,70,93,38
당기순이익,-3,-62,99,100,18
  당기순이익(지배),-4,-57,93,91,17
  당기순이익(비지배),1,-5,6,9,1
자산총계,991,816,878,928,959
부채총계,562,517,461,478,423
자본총계,429,300,417,450,536
  자본총계(지배),399,274,383,411,492
  자본총계(비지배),30,,34,39,44
자본금,73,73,73,73,73
영업활동현금흐름,63,10,74,50,126
투자활동현금흐름,-25,20,89,2,-42
재무활동현금흐름,25,-92,-98,18,-46
CAPEX,18,4,14,6,7
FCF,44,6,60,44,120
이자발생부채,371,281,193,213,186
영업이익률,1.98,-5.32,8.88,15.24,5.16
순이익률,-0.51,-11.65,13.19,12.65,3.31
ROE(%),-1.09,-16.96,28.18,22.93,3.84
ROA(%),-0.34,-6.86,11.63,11.04,1.91
부채비율,131.11,172.21,110.49,106.04,78.99
자본유보율,434.05,318.90,443.02,564.01,578.81
EPS(원),-31,-390,632,621,118
PER(배),N/A,N/A,6.45,18.51,48.79
BPS(원),"2,726","1,869","2,614","2,807","3,357"
PBR(배),1.54,2.16,1.56,4.10,1.72
현금DPS(원),0,0,0,50,50
현금배당수익률,0.00,0.00,0.00,0.43,0.87
현금배당성향(%),0.00,0.00,0.00,8.05,42.20
발행주식수(보통주),"14,655,470","14,655,470","14,655,470","14,655,470","14,655,470"
