주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,688,970,"1,253",809,666
영업이익,15,44,35,-133,-64
영업이익(발표기준),15,44,35,-133,-64
세전계속사업이익,30,37,7,-290,-41
당기순이익,23,26,14,-281,-59
  당기순이익(지배),24,27,14,-281,-59
  당기순이익(비지배),0,-1,0,,
자산총계,541,697,"1,170",896,639
부채총계,228,362,843,844,544
자본총계,313,335,328,52,96
  자본총계(지배),313,332,328,52,96
  자본총계(비지배),0,3,0,,
자본금,35,37,37,37,42
영업활동현금흐름,27,22,105,-12,73
투자활동현금흐름,158,-146,-206,-28,107
재무활동현금흐름,-102,88,109,-3,-212
CAPEX,46,150,143,36,5
FCF,-19,-128,-38,-48,67
이자발생부채,142,230,686,666,434
영업이익률,2.22,4.58,2.79,-16.39,-9.54
순이익률,3.37,2.69,1.08,-34.69,-8.92
ROE(%),10.73,8.37,4.24,-147.73,-80.48
ROA(%),4.72,4.21,1.46,-27.17,-7.74
부채비율,72.78,108.03,257.23,"1,623.74",568.47
자본유보율,805.43,853.40,869.29,118.99,151.36
EPS(원),67,75,38,-759,-158
PER(배),32.00,37.03,51.84,N/A,N/A
BPS(원),896,922,922,146,234
PBR(배),2.39,3.01,2.12,14.61,5.05
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"35,201,905","37,001,905","37,001,905","37,001,905","41,651,732"
