주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,170","1,487","1,621","1,270","1,933"
영업이익,84,128,61,66,201
영업이익(발표기준),84,128,61,66,201
세전계속사업이익,22,96,-33,121,182
당기순이익,39,91,-49,111,128
  당기순이익(지배),40,106,-48,103,126
  당기순이익(비지배),0,-16,-1,8,2
자산총계,931,"2,260","2,242","1,568","1,680"
부채총계,417,"1,308","1,344",647,509
자본총계,514,952,898,921,"1,171"
  자본총계(지배),515,751,696,912,"1,160"
  자본총계(비지배),-1,,202,9,11
자본금,130,144,145,164,174
영업활동현금흐름,-88,-502,267,123,73
투자활동현금흐름,105,-103,-29,109,-47
재무활동현금흐름,-58,877,-60,-119,-105
CAPEX,31,27,27,45,33
FCF,-119,-529,239,78,40
이자발생부채,183,773,712,312,173
영업이익률,7.21,8.60,3.79,5.18,10.38
순이익률,3.37,6.09,-3.00,8.76,6.62
ROE(%),8.93,16.81,-6.63,12.79,12.14
ROA(%),4.36,5.67,-2.16,5.84,7.89
부채비율,81.22,137.43,149.71,70.24,43.43
자본유보율,306.71,442.53,406.59,491.32,601.51
EPS(원),159,381,-168,329,368
PER(배),27.62,9.46,N/A,11.38,17.66
BPS(원),"2,009","2,650","2,462","2,901","3,477"
PBR(배),2.19,1.36,1.68,1.29,1.87
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"25,651,880","28,560,538","28,632,514","32,521,064","34,442,833"
