주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,152,225,210,195,230
영업이익,-142,-5,-59,-79,24
영업이익(발표기준),-142,-5,-59,-79,24
세전계속사업이익,-143,-98,-79,-19,-2
당기순이익,-146,-101,-78,-10,-3
  당기순이익(지배),-146,-98,-68,-1,-2
  당기순이익(비지배),,-3,-9,-9,-1
자산총계,446,429,352,501,535
부채총계,78,51,71,177,130
자본총계,367,379,281,324,405
  자본총계(지배),367,374,279,331,412
  자본총계(비지배),,,2,-7,-7
자본금,158,187,187,187,203
영업활동현금흐름,-104,-35,-46,-50,5
투자활동현금흐름,-53,84,-25,53,-66
재무활동현금흐름,131,29,-2,98,1
CAPEX,5,1,1,3,5
FCF,-110,-37,-46,-53,0
이자발생부채,0,0,3,100,73
영업이익률,-93.47,-2.29,-28.26,-40.46,10.25
순이익률,-95.67,-44.86,-36.84,-5.05,-1.25
ROE(%),-41.78,-26.52,-20.96,-0.35,-0.58
ROA(%),-32.07,-23.13,-19.84,-2.31,-0.55
부채비율,21.36,13.37,25.39,54.71,32.14
자본유보율,150.18,117.17,82.85,96.78,108.89
EPS(원),-529,-276,-183,-3,-6
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"1,163",999,746,884,"1,013"
PBR(배),1.18,1.39,2.18,2.44,2.56
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"31,618,160","37,463,160","37,463,160","37,463,160","40,670,704"
