주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,976","4,844","5,414","4,542","5,690"
영업이익,"1,219","1,758","1,824",941,"1,321"
영업이익(발표기준),"1,219","1,758","1,824",941,"1,321"
세전계속사업이익,"1,189","1,810","1,635",877,"1,368"
당기순이익,"1,002","1,366","1,204",643,"1,023"
  당기순이익(지배),"1,002","1,366","1,261",620,"1,011"
  당기순이익(비지배),,0,-58,23,11
자산총계,"20,437","28,428","36,272","36,059","57,454"
부채총계,"17,494","24,111","30,085","29,144","49,438"
자본총계,"2,942","4,317","6,187","6,915","8,016"
  자본총계(지배),"2,942","4,261","5,257","5,854","6,984"
  자본총계(비지배),,56,930,"1,061","1,032"
자본금,477,477,572,572,572
영업활동현금흐름,"-5,244",831,"6,572","-2,465","2,784"
투자활동현금흐름,-180,"-1,105",148,62,179
재무활동현금흐름,"4,949",864,"-2,085",-730,-263
CAPEX,9,363,312,81,72
FCF,"-5,253",467,"6,260","-2,546","2,712"
이자발생부채,10,"1,002","2,859","2,339","2,677"
영업이익률,30.65,36.29,33.69,20.71,23.22
순이익률,25.20,28.20,22.24,14.16,17.97
ROE(%),40.99,37.93,26.51,11.17,15.76
ROA(%),5.76,5.59,3.72,1.78,2.19
부채비율,594.55,558.55,486.29,421.43,616.75
자본유보율,529.62,819.91,847.96,938.48,"1,127.96"
EPS(원),"1,776","2,377","2,254","1,121","1,828"
PER(배),5.73,6.24,3.85,5.73,4.54
BPS(원),"5,227","7,593","9,606","10,698","12,762"
PBR(배),1.95,1.95,0.90,0.60,0.65
현금DPS(원),0,0,200,0,100
현금배당수익률,0.00,0.00,2.31,0.00,1.20
현금배당성향(%),0.00,0.00,8.68,0.00,5.41
발행주식수(보통주),"57,459,550","57,459,550","55,328,313","55,328,313","55,328,313"
