주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,827","2,470","2,950","3,156","2,885"
영업이익,97,51,204,185,135
영업이익(발표기준),97,51,204,185,135
세전계속사업이익,68,72,240,226,245
당기순이익,31,50,127,169,167
  당기순이익(지배),31,48,125,168,166
  당기순이익(비지배),1,1,2,2,1
자산총계,"1,969","1,923","2,014","2,086","2,184"
부채총계,432,391,405,367,374
자본총계,"1,537","1,532","1,608","1,720","1,810"
  자본총계(지배),"1,536","1,531","1,606","1,718","1,809"
  자본총계(비지배),1,,2,1,1
자본금,93,93,93,93,93
영업활동현금흐름,152,73,348,209,72
투자활동현금흐름,-83,-112,-138,-62,-175
재무활동현금흐름,-48,-172,-119,-123,-4
CAPEX,28,39,60,22,35
FCF,124,33,288,187,37
이자발생부채,243,129,84,25,95
영업이익률,3.43,2.07,6.91,5.86,4.66
순이익률,1.11,2.01,4.30,5.36,5.78
ROE(%),1.92,3.15,7.97,10.08,9.39
ROA(%),1.48,2.55,6.44,8.26,7.81
부채비율,28.14,25.52,25.21,21.33,20.66
자본유보율,"1,560.45","1,552.37","1,626.55","1,746.72","1,854.84"
EPS(원),164,260,672,901,891
PER(배),49.96,18.14,10.92,8.55,7.66
BPS(원),"8,260","8,229","8,637","9,238","9,725"
PBR(배),0.99,0.57,0.85,0.83,0.70
현금DPS(원),300,300,300,350,350
현금배당수익률,3.65,6.37,4.09,4.55,5.13
현금배당성향(%),182.57,115.56,44.64,38.85,39.30
발행주식수(보통주),"18,600,000","18,600,000","18,600,000","18,600,000","18,600,000"
