주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,507,566,406,448,589
영업이익,47,83,32,48,40
영업이익(발표기준),47,83,32,48,40
세전계속사업이익,34,80,33,75,39
당기순이익,34,67,28,68,40
  당기순이익(지배),34,67,28,68,40
  당기순이익(비지배),,,,,
자산총계,377,494,694,735,948
부채총계,299,316,491,467,481
자본총계,78,178,204,267,466
  자본총계(지배),78,178,204,267,466
  자본총계(비지배),,,,,
자본금,16,19,19,19,22
영업활동현금흐름,20,58,31,54,-29
투자활동현금흐름,-16,-90,-164,-18,-108
재무활동현금흐름,6,60,146,-28,121
CAPEX,11,92,160,115,74
FCF,8,-34,-129,-61,-103
이자발생부채,192,215,401,367,335
영업이익률,9.20,14.68,7.84,10.67,6.73
순이익률,6.63,11.87,6.80,15.10,6.75
ROE(%),,52.56,14.48,28.73,10.84
ROA(%),,15.43,4.64,9.47,4.73
부채비율,384.01,177.89,241.11,174.68,103.25
자본유보율,383.68,851.35,987.28,"1,333.67","1,997.50"
EPS(원),899,"1,796",731,"1,782","1,004"
PER(배),,,,,23.71
BPS(원),"2,083","4,753","5,363","7,045","10,491"
PBR(배),0.00,0.00,0.00,0.00,2.27
현금DPS(원),0,0,0,0,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"3,240,460","3,740,460","3,740,460","3,796,013","4,444,913"
