주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,191","1,220","1,195","1,196","1,386"
영업이익,25,24,8,6,39
영업이익(발표기준),25,24,8,6,39
세전계속사업이익,21,36,15,21,111
당기순이익,18,32,12,16,88
  당기순이익(지배),16,30,8,15,86
  당기순이익(비지배),2,1,3,1,2
자산총계,734,750,730,753,899
부채총계,185,193,174,185,244
자본총계,549,557,556,568,655
  자본총계(지배),522,529,524,537,622
  자본총계(비지배),27,,32,32,33
자본금,43,43,43,43,43
영업활동현금흐름,19,29,30,58,92
투자활동현금흐름,-36,-56,-22,-23,-43
재무활동현금흐름,5,-3,-5,-4,-6
CAPEX,10,9,8,1,4
FCF,9,21,22,57,88
이자발생부채,3,3,6,5,2
영업이익률,2.13,1.95,0.66,0.50,2.83
순이익률,1.55,2.58,0.99,1.34,6.39
ROE(%),3.22,5.79,1.59,2.78,14.91
ROA(%),2.53,4.25,1.59,2.17,10.71
부채비율,33.70,34.60,31.31,32.59,37.32
자본유보율,"1,106.92","1,196.38","1,201.08","1,241.66","1,431.28"
EPS(원),189,350,96,170,993
PER(배),47.80,20.63,64.04,65.67,23.46
BPS(원),"6,205","6,279","6,208","6,347","7,354"
PBR(배),1.46,1.15,1.00,1.76,3.17
현금DPS(원),50,50,10,10,80
현금배당수익률,0.55,0.69,0.16,0.09,0.34
현금배당성향(%),25.59,13.85,10.06,5.73,7.83
발행주식수(보통주),"8,693,978","8,693,978","8,693,978","8,693,978","8,693,978"
