주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,333,293,286,252,281
영업이익,39,12,-2,-1,10
영업이익(발표기준),39,12,-2,-1,10
세전계속사업이익,38,12,-2,1,11
당기순이익,30,10,-1,1,9
  당기순이익(지배),30,10,-1,1,9
  당기순이익(비지배),,,,,
자산총계,476,473,534,523,530
부채총계,65,61,60,52,55
자본총계,411,412,473,471,475
  자본총계(지배),411,412,473,471,475
  자본총계(비지배),,,,,
자본금,55,55,55,55,55
영업활동현금흐름,20,-4,9,15,19
투자활동현금흐름,-12,-6,-65,-7,0
재무활동현금흐름,-15,2,64,-8,-3
CAPEX,10,11,13,3,2
FCF,10,-15,-4,12,17
이자발생부채,5,15,9,6,6
영업이익률,11.71,4.06,-0.55,-0.56,3.38
순이익률,8.94,3.46,-0.36,0.37,3.08
ROE(%),7.49,2.46,-0.23,0.20,1.84
ROA(%),6.42,2.13,-0.21,0.18,1.65
부채비율,15.86,14.83,12.74,11.11,11.58
자본유보율,709.11,711.15,753.71,748.88,757.02
EPS(원),269,91,-9,8,78
PER(배),11.10,48.64,N/A,464.97,47.85
BPS(원),"4,056","4,067","4,269","4,244","4,285"
PBR(배),0.73,1.09,1.39,0.93,0.87
현금DPS(원),75,50,50,30,50
현금배당수익률,2.52,1.13,0.84,0.76,1.34
현금배당성향(%),25.51,50.03,-536.32,354.94,63.88
발행주식수(보통주),"11,090,000","11,090,000","11,090,000","11,090,000","11,090,000"
