주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,938,"1,221",930,279,718
영업이익,-16,8,-34,-78,77
영업이익(발표기준),-16,8,-34,-78,77
세전계속사업이익,-21,3,-42,-75,87
당기순이익,-19,6,-63,-99,10
  당기순이익(지배),-19,6,-63,-99,10
  당기순이익(비지배),0,,,,
자산총계,689,694,671,761,"1,554"
부채총계,314,298,336,325,976
자본총계,374,396,335,436,579
  자본총계(지배),375,396,335,436,579
  자본총계(비지배),-1,,,,
자본금,28,28,28,51,61
영업활동현금흐름,-14,35,-15,-18,148
투자활동현금흐름,-30,-1,-31,41,-676
재무활동현금흐름,-5,17,-9,182,480
CAPEX,31,10,12,13,91
FCF,-44,25,-28,-31,57
이자발생부채,106,123,155,141,592
영업이익률,-1.72,0.68,-3.62,-27.99,10.75
순이익률,-2.05,0.49,-6.76,-35.38,1.42
ROE(%),-4.79,1.56,-17.21,-25.59,2.01
ROA(%),-2.80,0.87,-9.22,-13.78,0.88
부채비율,83.98,75.32,100.14,74.62,168.65
자본유보율,"1,319.02","1,340.24","1,118.09",774.13,877.25
EPS(원),-272,87,-909,"-1,280",87
PER(배),N/A,37.62,N/A,N/A,177.31
BPS(원),"5,541","5,847","4,954","4,311","4,843"
PBR(배),0.85,0.56,0.73,1.49,3.20
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"6,915,820","6,915,820","6,915,820","10,261,347","12,135,382"
