주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,561,544,711,576,700
영업이익,46,29,69,51,51
영업이익(발표기준),46,29,69,51,51
세전계속사업이익,46,25,67,49,52
당기순이익,37,23,58,44,42
  당기순이익(지배),37,23,58,44,42
  당기순이익(비지배),0,,,,
자산총계,487,438,482,666,739
부채총계,364,291,279,236,259
자본총계,124,147,203,430,479
  자본총계(지배),124,147,203,430,479
  자본총계(비지배),,,,,
자본금,6,6,6,8,8
영업활동현금흐름,-16,133,28,-24,-63
투자활동현금흐름,-57,-16,-12,-40,-84
재무활동현금흐름,60,-45,-41,180,4
CAPEX,85,15,5,2,15
FCF,-101,117,24,-26,-79
이자발생부채,214,172,136,135,137
영업이익률,8.17,5.39,9.66,8.81,7.22
순이익률,6.51,4.31,8.15,7.71,5.94
ROE(%),35.92,17.32,33.10,14.04,9.14
ROA(%),9.45,5.07,12.60,7.75,5.92
부채비율,294.34,197.54,137.58,54.78,54.12
자본유보율,"1,955.02","2,282.38","3,186.89","5,181.04","5,691.34"
EPS(원),590,378,935,669,505
PER(배),,,,28.53,20.22
BPS(원),"1,992","2,373","3,274","5,272","5,806"
PBR(배),0.00,0.00,0.00,3.62,1.76
현금DPS(원),50,30,50,50,50
현금배당수익률,,,,0.26,0.49
현금배당성향(%),8.48,7.94,5.35,9.18,9.93
발행주식수(보통주),"6,200,000","6,200,000","6,200,000","8,158,160","8,256,843"
